labLocation         ,protectionLevel     ,labName             ,labId               
55 LITTLETON GARDENS - WATERBURY FRANCE,8,ECO MED PHARMACEUTICALS,60887
30 BLACKMOORE PARK - MODESTO ITALY,0,DESIGN LAB,60888
100 SCARF LANE - CAMBRIDGE ISRAEL,7,CES CIE D EQUIPEMENT SANITAIRE LTEE,60889
42 POLAK CLOSE - CENTENNIAL USA,7,TERSERA THERAPEUTICS LLC,60890
71 BERY LANE - SYRACUSE ITALY,0,LIFE PRODUCTS CORPORATION,60891
24 HEBBARD TERRACE - ORLANDO GERMANY,0,CESCO SOLUTIONS INC.,60892
57 HENDRIE ROAD - EUGENE SPAIN,2,UNITED THERAPEUTICS CORPORATION,60893
10 MCCLAINE GARDENS - HAYWARD ITALY,8,PERFECTA PRODUCTS INC.,60894
38 OBRIAN STREET - SPOKANE ITALY,2,G&W LABORATORIES INC.,60895
29 MARX AVENUE - MANCHESTER UK,3,DEL LABORATORIES INC.,60896
7 RORKE ROAD - KANSAS CITY GERMANY,7,DR RECKEWEG AND CO,60897
84 ARNDALE ESTATE - PASADENA SPAIN,7,BROSTEL INC.,60898
14 ALLYN BUILDINGS - RIVERSIDE GERMANY,4,WEBER & WEBER GMBH & CO. KG,60899
55 LOARING PLACE - YONKERS UK,2,BOOTS COMPANY PLC NOTTINGHAM ENGLAND,60900
39 WARD CLOSE - STOCKTON UK,8,HISAMITSU PHARMACEUTICAL CO. INC.,60901
48 LATTIMORE STREET - ATHENS FRANCE,9,DR. DANIEL PRODUCTS,60902
88 PAUL GROVE - CHARLOTTE GERMANY,4,SMITHKLINE BEECHAM ANIMAL HEALTH,60903
76 BETHELL ESPLANADE - SALEM SPAIN,5,THE MAGIC MARKETING NETWORK LTD.,60904
65 LANGFORD AVENUE - TACOMA USA,2,LES PRODUITS JAMARIC ENR.,60905
84 CLUNY PLACE - CLEVELAND FRANCE,3,AIRGAS ONTARIO INC.,60906
77 MCEVOY AVENUE - SAN JOSE UK,1,MARC PLAMONDON CIE,60907
73 HOAR STREET - MIAMI GARDENS UK,5,AGSA DENTAL PRODUCTS,60908
5 WYNNE ROAD - PASADENA ITALY,5,ADVANCED RESEARCH LABORATORIES,60909
39 CULLAN BUILDINGS - ALEXANDRIA USA,10,ALCIS HEALTH INC.,60910
74 WINSOR STREET - KILLEEN UK,2,KAL NUTRITIONAL SUPPLEMENTS,60911
55 FRAZER TERRACE - BAKERSFIELD FRANCE,1,RECHERCHE VSBF RESEARCH INC.,60912
89 MARVILLE TERRACE - CORAL SPRINGS ISRAEL,9,MEDISCA PHARMACEUTIQUE INC,60913
41 MOSELY DRIVE - ELIZABETH ISRAEL,3,TRUETT LABORATORIES,60914
91 STEED STREET - COLUMBIA FRANCE,4,AQUA PLUS DIVISION OF NCH CANADA INC.,60915
2 BRATTON ROAD - ROUND ROCK USA,1,VITAPHARM CANADA LTD.,60916
23 POPLE GROVE - IRVING ITALY,5,PRECISION LABORATORIES LTD.,60917
5 HARDIE AVENUE - PITTSBURGH ITALY,9,ABIGO MEDICAL AB,60918
59 PENDRAY LANE - SHREVEPORT ITALY,1,SERVIER CANADA INC,60919
10 MCCAULAY STREET - NEW ORLEANS ITALY,5,BIOTECH PHARMACEUTICAL INC.,60920
41 COUZENS TERRACE - LUBBOCK FRANCE,4,QUIXTAR CANADA CORPORATION,60921
11 LANGE CLOSE - HAMPTON SPAIN,1,MCP PHARMACEUTICALS LTD.,60922
33 DRAPPER STREET - SACRAMENTO SPAIN,10,SKINSCIENCE LABS INC,60923
21 SNOWDON CLOSE - ROCHESTER SPAIN,1,GW PHARMA LIMITED,60924
30 BACCUS CRESCENT - NASHVILLE SPAIN,0,LE GROUPE PRODEAL LTEE,60925
55 LLOYDE CRESCENT - MESQUITE ISRAEL,6,ALVITA PRODUCTS INC.,60926
98 FOOT GARDENS - SAN ANTONIO GERMANY,0,LA COUPE,60927
51 HARRINGTON PARK - VIRGINIA BEACH GERMANY,0,AMOREPACIFIC CORPORATION,60928
68 MADDISON CLOSE - NEW ORLEANS USA,0,ALEVIAR PHARMA CORP,60929
30 MCINTIRE LANE - MOBILE ITALY,8,KANE BIOTECH INCORPORATED,60930
81 HALLET TERRACE - ESCONDIDO UK,1,DUSTBANE PRODUCTS LTD,60931
10 DRAIN LANE - GREEN BAY GERMANY,10,LES INDUSTRIES NOBEL ENRG,60932
20 FRANCIS STREET - HENDERSON ISRAEL,7,EURODELLE INC.,60933
20 GAEL PLACE - POMONA GERMANY,0,THE CLINIPAD CORPORATION,60934
98 LARBY GROVE - MILWAUKEE FRANCE,7,WAH SHUN COMPANY,60935
47 NICKELL DRIVE - ERIE ITALY,1,MEDENTECH,60936
74 CHILCOTE STREET - MCALLEN SPAIN,5,ENGELHARD CORPORATION,60937
2 MCCLAINE TERRACE - HUNTSVILLE USA,6,LES BOUTIQUES SAN FRANCISCO INCORPORÉES,60938
11 BARTRUM PLACE - SIOUX FALLS USA,10,WYETH-AYERST CANADA INC.,60939
67 REYMOND DRIVE - WASHINGTON ISRAEL,2,ALL STAR SALES AND SERVICE LTD.,60940
75 SMYTH ESPLANADE - FREMONT ISRAEL,9,BOTANICAL LABORATORIES INC.,60941
67 ANCEL ROAD - ARVADA SPAIN,2,H. B. FULLER CONSTRUCTION PRODUCTS INC.,60942
31 HARRIOTT ESPLANADE - SOUTH BEND GERMANY,5,LOFTHOUSE OF FLEETWOOD LTD.,60943
93 PRITCHARD PLACE - WASHINGTON UK,4,PARA LABORATORIES INC.,60944
22 GODDARD PARK - HAYWARD GERMANY,5,NATURE THERAPIES,60945
96 HAWKEN ROAD - CHARLOTTE GERMANY,0,TOP FUNDRAISERS,60946
26 CREW PARK - RIVERSIDE FRANCE,6,M.D. LABS,60947
82 GALLAGHER SQUARE - LITTLE ROCK USA,5,CANTOL CORP.,60948
11 NICHOLAS GROVE - RENO UK,1,ACCUCHEM INDUSTRIAL CLEANING CHEMICALS,60949
20 HERRY TERRACE - NORMAN UK,1,RIDHA COSMÉTIQUES,60950
32 ASH SQUARE - HUNTINGTON BEACH FRANCE,3,DOXA INC.,60951
91 MCFADDEN AVENUE - MONTGOMERY SPAIN,10,SKINCEUTICALS LLC,60952
93 MCGOVERN TERRACE - MADISON GERMANY,9,SEATTLE GENETICS INC,60953
12 LONGBOTTOM ROAD - EL MONTE GERMANY,7,PREVAIL CORPORATION,60954
3 SORENSEN ROAD - RALEIGH ISRAEL,7,HERBAL LABORATORIES LTD.,60955
63 SUTER AVENUE - WACO UK,5,THROMBOGENICS NV,60956
57 GITTINS PLACE - ABILENE FRANCE,4,RIEMANN & CO. A/S,60957
34 MEEHAN AVENUE - ROCHESTER USA,2,DEERE & COMPANY,60958
76 SCHWARTZ LANE - LAS VEGAS ISRAEL,3,ROTER PHARMACEUTISCHE FABRIEK,60959
69 REA ROAD - BEAUMONT UK,4,SPECIALTY ULTRAVISION INC.,60960
40 NICOLS PARK - OCEANSIDE ISRAEL,3,HIGHLAND LABS INC.,60961
3 HAMBLY DRIVE - TACOMA SPAIN,7,LOCKERROOM MARKETING LTD,60962
20 FINLAY BUILDINGS - RANCHO CUCAMONGA SPAIN,1,JOHNSON & JOHNSON INC,60963
19 BREADMORE SQUARE - NEWARK UK,2,CENTRAL DENTAL CO LTD.,60964
49 MCKEEN TERRACE - LAS VEGAS USA,4,RHONE-POULENC RORER CANADA INC.,60965
13 BOYDE GARDENS - WEST VALLEY CITY SPAIN,8,BALCHEM LTD.,60966
65 FANNON PARK - POMPANO BEACH ITALY,1,SAVANT MANUFACTURING LTD.,60967
35 HALY ESTATE - BIRMINGHAM UK,10,BORNER GMBH,60968
40 GOULD TERRACE - FORT LAUDERDALE FRANCE,6,SANTÉ NATURELLE (AG) LTÉE,60969
96 MCCLAIN ESPLANADE - COLUMBUS USA,6,AETNA FELT CORPORATION,60970
82 LUTON CLOSE - HAYWARD SPAIN,4,WONG'S PHARMACEUTICAL INTERNATIONAL LTD.,60971
89 CARRIGAN TERRACE - MORENO VALLEY USA,10,NUTRI-CHEM PHARMACY LTD,60972
48 FLEMMING DRIVE - ALEXANDRIA UK,7,DECON LABS INC,60973
11 REDMON AVENUE - BROWNSVILLE USA,7,BACH FLOWER REMEDIES LTD.,60974
6 EARL DRIVE - KANSAS CITY USA,0,C.B. FLEET COMPANY INC.,60975
43 BURY PLACE - MILWAUKEE ITALY,10,MILES INC. - PHARMACEUTICAL DIVISION,60976
91 FARES LANE - PHOENIX GERMANY,1,GENEVA GENERICS INC.,60977
28 MORAN CRESCENT - FRESNO SPAIN,3,PRODEMDIS ENR.,60978
12 BOYCE ESTATE - DURHAM FRANCE,10,MINNTECH CORPORATION,60979
46 EGLETON ROAD - ST PETERSBURG FRANCE,0,DOLISOS CANADA INC.,60980
66 CONELLY STREET - THORNTON GERMANY,8,CENTRAPHARM INC.,60981
87 DONNELLY GROVE - BOSTON UK,5,DOAK PHARMACAL CO INC.,60982
26 DRANE CLOSE - SAN BERNARDINO SPAIN,0,SOLUSCOPE,60983
16 GALLACHER DRIVE - HIALEAH ITALY,0,CYTODYNE TECHNOLOGIES INC.,60984
51 MERIOT ROAD - PHILADELPHIA SPAIN,7,PRODUITS CHIMIQUES DESMARAIS INC. (LES),60985
28 MULLIGAN ROAD - SHREVEPORT ITALY,0,SOREX LIMITED,60986
21 MILBOURN GROVE - FORT WORTH ITALY,1,RESEARCH INDUSTRIES CORP,60987
77 GRACEY LANE - POMONA FRANCE,1,PENTA DELTEX LTD.,60988
38 REILLEY STREET - LONG BEACH ISRAEL,6,VIIV HEALTHCARE ULC,60989
46 DILLAN LANE - LAKEWOOD GERMANY,3,BEEKEEPERS' SUPPLY CO,60990
89 HOLBOURN SQUARE - VALLEJO FRANCE,9,SALIX PHARMACEUTICALS INC,60991
21 NICKERSON GROVE - EL MONTE ITALY,8,ALOETTE COSMETICS OF/DU CANADA INC.,60992
26 HOLBURN DRIVE - CEDAR RAPIDS GERMANY,6,ELANCO CANADA LIMITED,60993
83 STUCKY AVENUE - ELIZABETH ISRAEL,8,HU-FRIEDY MANUFACTURING CO,60994
12 MURREY GARDENS - FRISCO SPAIN,8,INTER-ACTIVE PHARMACEUTICALS,60995
61 SANDERS DRIVE - WEST JORDAN UK,0,MLO PRODUCTS COMPANY,60996
62 HOULIHAN AVENUE - LEXINGTON USA,0,JUNO PHARMACEUTICALS CORP.,60997
34 HASKIN ESPLANADE - SHREVEPORT USA,1,THE TETRA CORPORATION,60998
72 LEMMON ESTATE - FULLERTON UK,0,PAUL ELDER PHARMACEUTICALS INC.,60999
