medName             ,medType             ,medId               ,quantity            ,factCompany         
JIDESHENG HEMORRHOID,Analgesics,34136,51634,GREENLABS CHEMICAL SOLUTIONS
SOLARGUARD MD,Hormone replacements,34137,17485,C WATER LIFE
BETTER BRAIDS,Oral contraceptives,34138,80014,EMDOKA BVBA
BHI CALMING,Hormone replacements,34139,52793,BRIMMS LABORATORIES
EQUATE MUCUS ER,Antimalarial,34140,23871,SHIRE PHARMA CANADA ULC
BONE STRENGTHENER,Mood stabilizers,34141,31088,BGP PHARMA ULC
LIENDREX,Antibiotics,34142,84449,CIBA SELF MEDICATION
LIOTHYRONINE,Hormone replacements,34143,95218,LCB LAB DE CHIMIE ET BIOLOGIE
ABSORICA,Antipyretics,34144,52440,COLORADO BIOLABS INC.
GALLIUM,Mood stabilizers,34145,79520,PROFESSIONAL PET PRODUCTS INC.
DEMULEN 1/35-21,Antiseptics,34146,63537,FRANK W HORNER INC.
BETAPACE,Hormone replacements,34147,47559,MAXIM CHEMICAL INTERNATIONAL CORP.
COUGH HAY FEVER,Tranquilizers,34148,20249,BEAPHAR B.V.
LIMENCIN,Analgesics,34149,33964,LUPIN PHARMA CANADA LIMITED
CVS DAILY MOISTURIZING,Mood stabilizers,34150,18110,PURE BIOSCIENCE INC.
LYMPH,Mood stabilizers,34151,18291,STARLIGHT TANNING INC.
LEADER TUSSIN CF MAX,Analgesics,34152,45090,MEDTROL INC
PINE SALT 140G,Antipyretics,34153,59418,RECORDATI RARE DISEASES
ORTHO-NOVUM 7/7/7-21,Hormone replacements,34154,16629,SYNDEL CANADA
CAREONE LUBRICANT,Stimulants,34155,17941,DR REDDY'S LABORATORIES INC
POLYGONUM,Antiseptics,34156,72502,SPECIALTY ULTRAVISION INC.
NANO SILVER TOOTHPASTE,Antimalarial,34157,78984,MEDISAN PHARMACEUTICALS AB
NEO-POLY-BAC,Antipyretics,34158,6201,DUBOIS CHEMICALS CANADA INC.
SULPHUR 200C,Tranquilizers,34159,80974,MONT BLANC HERBORISTE
SNOW WHITE AMPOULE,Mood stabilizers,34160,35973,LIFESOURCE NATURAL FOODS LIMITED
YEASTAWAY,Hormone replacements,34161,41531,OMRIX BIOPHARMACEUTICALS LTD
HEALQUICK TATTOO BALM,Mood stabilizers,34162,482,SIAMONS INTERNATIONAL INC.
PAIN FREEDOM,Antibiotics,34163,12692,BTG INTERNATIONAL INC
TREATMENT SET TS350622,Hormone replacements,34164,95774,UNI-LIFE DIVISION OF SENNO CORP
PARCOPA,Analgesics,34165,76588,THE ROCKLAND CORPORATION
COOLN HEAT MUSCLE RUB,Antipyretics,34166,91723,RATIOPHARM CANADA INCORPORATED
NATURA-LAX,Oral contraceptives,34167,12736,TERRAPIN OUTDOOR SYSTEMS INC.
CHOPPER CHAP LIP BALM,Analgesics,34168,78237,NATURE'S BOUNTY INC.
WHP BE GONE HEADACHE,Oral contraceptives,34169,11701,ADVANTAGE MAINTENANCE PRODUCTS LTD
ENDOCET,Statins,34170,54034,CANAPHARM MANUFACTURING INC
TREE OF HEAVEN,Hormone replacements,34171,11880,RHONE-POULENC CANADA INC.
BLUE LIZARD FACE,Stimulants,34172,60787,VIVA NATURAL SPRING WATER INC.
SPRING (WATER) BIRCH,Antipyretics,34173,79152,CARDIOSPORT INC.
POLY HIST NC,Analgesics,34174,22778,SUPERB ENR LES PRODUITS
DIARRHEA COMPLEX,Antibiotics,34175,30870,BIOTANICAL THERAPEUTICS INC.
BAHIA GRASS,Hormone replacements,34176,41310,PROFESSIONAL HEALTH PRODUCTS
NAMZARIC,Antibiotics,34177,4307,RUBBERMAID COMMERCIAL PRODUCTS LLC
IBUDONE,Oral contraceptives,34178,62130,RAINBOW PHARMACEUTICALS INC
CUPRUM SULFURICUM 6,Oral contraceptives,34179,9703,INTRACARE BV
ALPHAZINE,Statins,34180,17383,AMBERLIFE LABS INC.
EXPRESSION,Antibiotics,34181,74749,WEB PACK INTERNATIONAL INC.
VULPUR,Antiseptics,34182,66511,PRODUITS NOR-DO INC.
ASTOUND ANTIBAC,Oral contraceptives,34183,97596,QUATIC INDUSTRIES INC.
PSEUDO TIME PE,Tranquilizers,34184,55847,ORGANON TEKNIKA CANADA INC.
THE SKIN EXTRA BB,Antipyretics,34185,83934,WENTWORTH HALL
ESGIC-PLUS,Hormone replacements,34186,67187,BOOTS PHARMACEUTICALS INC.
PROLONG 101,Antiseptics,34187,40270,LABORATOIRES CORTUNON INC.
2X FIRST ESSENCE,Analgesics,34188,98054,CESCO SOLUTIONS INC.
CORT SYM,Antibiotics,34189,93850,METRO PHARM INC.
SMART SENSE COOL HEAT,Antimalarial,34190,12685,LES ENTREPRISES KAMERO INC
BZK ALCOHOL,Stimulants,34191,99985,PHARMAQ AS
TYPE 4 NOISE REGULAR,Analgesics,34192,10580,MARS CANADA INC
NALBUPHINE,Antibiotics,34193,3068,AMSCO CANADA INC.
PREMIER VALUE,Tranquilizers,34194,6637,PHOENIX SCIENTIFIC INC.
NEOMYCIN SULFATE,Antiseptics,34195,46391,NT PHARMA CANADA LTD
CALC SULPH,Antibiotics,34196,18148,HAEMONETICS CORPORATION
CCC CREAM MEDIUM LIGHT,Oral contraceptives,34197,83588,SOLVAY BIOLOGICALS BV
ZZZ TIME,Hormone replacements,34198,5024,MOLITOR PHARMA GMBH
DEPAKOTE ER,Antibiotics,34199,624,WEIDER HEALTH PRODUCTS
VINCA MINOR,Tranquilizers,34200,51111,SADICK DERMATOLOGY GROUP
RYNEX,Mood stabilizers,34201,36875,RANDALL INTERNATIONAL LLC
FLORIVA,Analgesics,34202,25760,ISOMERS LABORATORIES INC.
PHYSALIS ALKEKENGI,Antibiotics,34203,92587,SUNDOWN VITAMINS
PIONEER ANTIBAC,Hormone replacements,34204,21741,AVARIA HEALTH & BEAUTY CORPORATION
BUTORPHANOL TARTRATE,Mood stabilizers,34205,46538,ERIE SCIENTIFIC LLC
CRAB,Antiseptics,34206,71021,RATIOPHARM CANADA INCORPORATED
CITRANATAL 90 DHA,Mood stabilizers,34207,16323,GILEAD SCIENCES LLC
TRITICUM CEREBRI,Antibiotics,34208,76074,TORONTO INSTITUTE OF PHARMACEUTICAL TECH
AMINOSYN II,Antipyretics,34209,79463,RMC GROUP CANADA LTD.
ARAKODA,Antiseptics,34210,87030,FORKEM INC.
CENTANY,Antipyretics,34211,48142,ALPHARMA CANADA CORPORATION
ABSORICA LD,Oral contraceptives,34212,3563,BAYER INC. ANIMAL HEALTH
ULTA SUNSCREEN SPF 15,Statins,34213,49435,IPSEN BIOPHARM LIMITED
ORAL SALINE LAXATIVE,Antiseptics,34214,87380,RIVEX OPHTHALMICS INC.
POLYGALA SENEGA 1X,Antipyretics,34215,347,TRI-TEX CO INC.
DR. RECKEWEG V-C15,Mood stabilizers,34216,39558,NORA PHARMA INC
PHOSPHORUS 200C,Oral contraceptives,34217,13331,MAPLE PHARMACEUTICALS INCORPORATED
BERRI-FREEZ PLUS,Mood stabilizers,34218,50169,ALSI CIE LTEE
TOTAL RADIUM,Stimulants,34219,87360,LANDER CO. CANADA LIMITED
THYROPATH,Hormone replacements,34220,52263,TISSERAND AROMATHERAPY
SECOBARBITAL SODIUM,Stimulants,34221,25522,CARAT PHARMACEUTICALS INC.
ALLERGYEASE MOLD,Mood stabilizers,34222,37329,VETBIOTEK INC
OZURDEX,Antimalarial,34223,476,CONCEPT MANUFACTURING LTD.
NO DRIP NASAL MIST,Statins,34224,54074,INNOVATIVE BRANDS LLC
O-CAL FA MULTIVITAMIN,Tranquilizers,34225,88465,UNION SWISS (PTY) LIMITED
PATANOL,Hormone replacements,34226,55787,STASON PHARMACEUTICALS INC
TYPE 11 DIZZINESS MAX,Antipyretics,34227,1978,VENUS MULTILIGNE LTD.
MAY NEWYORK SUPER SUN,Hormone replacements,34228,19259,HAWE-NEOS DENTAL  DR.H.V.WEISSENFLUH AG
LEADER PAIN RELIEVER,Antipyretics,34229,68691,META PHARMACEUTICALS INC.
PHARMAX NERVE,Mood stabilizers,34230,69916,VIIV HEALTHCARE ULC
COPPERTONE OIL FREE,Statins,34231,53576,JACK BLACK LLC
CARDURA XL,Antimalarial,34232,6303,GULFSTREAM MEDICAL INC.
KENDALL SOOTHING,Antibiotics,34233,98839,FISKE'S HORSE CARE PRODUCTS LTD
EUGENIA JAMBOSA,Antiseptics,34234,95480,ATP BIO ACTIV RESEARCH INC.
A.H.C. C-TONER,Antibiotics,34235,90507,DILMONT INC.
COTTON,Antibiotics,34236,46858,QUANTOFILL INC.
THERAZCREAM,Mood stabilizers,34237,8651,SCHULKE & MAYR G.M.B.H.
ALTIPRES-B,Tranquilizers,34238,71040,ACCUDIAL PHARMACEUTICAL INC
CLODAN KIT,Analgesics,34239,8223,MEDIMMUNE ONCOLOGY INC.
VENTOLINHFA,Statins,34240,51244,NUTRI-SCI 2000 INC
DR. JART SMART BB 01,Antimalarial,34241,61618,VALTEC LABS INC.
TIME ZONE,Tranquilizers,34242,78425,COUNTRY CONNECTIONS INC.
SOHMED PAIN RELIEVER,Antipyretics,34243,48090,WESTAGRO CANADA
MIGRAPURE,Analgesics,34244,78819,B.F. ASCHER & COMPANY INC.
ARYMO,Mood stabilizers,34245,56042,WARNER CHILCOTT CANADA CO
ALDACTONE,Stimulants,34246,16802,TAIGA BIOACTIVES INC.
ALOE VESTA ANTIFUNGAL,Antimalarial,34247,2202,YSL BEAUTÉ CANADA INC.
VITIS STIBIUM,Tranquilizers,34248,99972,BRENTDALE CHEMICALS
CYTRA-K CRYSTALS,Antiseptics,34249,24576,GOLDMARK SANITATION
RESCUE,Mood stabilizers,34250,55095,NEXMED USA INC
BENGAMA ANTIFUNGAL,Antibiotics,34251,43891,AHS ANIMAL HEALTH SUPPLIES LTD.
VAX,Antibiotics,34252,84413,STEVEN JENTER LABS LTD.
RHUS TOX,Analgesics,34253,40355,CLIF BAR INC.
ENTSOL,Analgesics,34254,83974,PHEBRA PTY LTD
ALA-SCALP,Antibiotics,34255,6820,CORVEL DIVISION OF ELI LILLY CANADA INC.
SUNMARK MINERAL OIL,Tranquilizers,34256,80799,MAY & BAKER CANADA INC.
HEMORRHOIDS RELIEF,Mood stabilizers,34257,37783,SUNSHINE MAKERS INC.
COPPERTONE KIDS,Oral contraceptives,34258,81314,CANADIAN MEGATIDE CONSULTANTS LTD.
SOFT AND DRI DRI GEL,Mood stabilizers,34259,92555,ROCHESTER MIDLAND CORPORATION
DURAGESIC-12,Statins,34260,29499,BIOENERGY INC.
SORE NO MORE,Antimalarial,34261,61996,DAIRY EQUIPMENT COMPANY
UREA HYDRATING TOPICAL,Antibiotics,34262,26801,ELKINS-SINN INC.
RASH RELIEF SILVER,Antimalarial,34263,35270,LES ENTREPRISES KAMERO INC
PROPAFENONE HCL,Oral contraceptives,34264,43248,SOLAR COSMETIC LABS INC.
ORGANIX COMPLETE,Oral contraceptives,34265,77380,NEW ROOTS HERBAL INC.
PRONESTYL-SR,Antiseptics,34266,20058,SOLUTIONS
FIBER TABS,Tranquilizers,34267,62319,B. BRAUN AVITUM AG
CALIFORNIA MUGWORT,Stimulants,34268,92210,NUGALE PHARMACEUTICAL INC
ENERGAIN,Mood stabilizers,34269,79683,STIEFEL LABORATORIES (IRELAND) LIMITED
KERALYT,Oral contraceptives,34270,42308,PERFECTA PRODUCTS INC.
RABBIT BUSH,Antibiotics,34271,1623,AQUAELECTRONIK TECHNOLOGIES INC
HORSERADISH,Tranquilizers,34272,72156,AUSA INTERNATIONAL INC.
MI-OMEGA NF,Tranquilizers,34273,19054,CORLISON PTE LTD
ORTHO EVRA,Antibiotics,34274,42983,CARRINGTON LABORATORIES INC.
IMMUNE SUPPORT SYSTEM,Antimalarial,34275,72419,G POHL-BOSKAMP GMBH & CO KG
ANTI-EMPACHO,Mood stabilizers,34276,22464,LABORATOIRE DIAMETISS
BRETHINE,Stimulants,34277,20197,PIERRE FABRE DERMO-COSMETIQUE CANADA INC
SORBITOL-MANNITOL,Hormone replacements,34278,37467,DELITEFUL FOODS INC.
SHOPRITE COUGH DM,Mood stabilizers,34279,5127,SHIRE PHARMA CANADA ULC
ANAPROX,Antimalarial,34280,6815,ORCHARD MANUFACTURING CO. PTY LTD
CENTROCODE,Stimulants,34281,14649,E.I. DUPONT DE NEMOURS AND COMPANY
ANTIBIOTIC OINTMENT,Antibiotics,34282,15101,LES ENTREPRISES SOLUMED INC
POLYETHYLENE GLYCOL,Stimulants,34283,37180,KING RESEARCH INC.
DIOVAN,Mood stabilizers,34284,50570,VITAPUR INC.
PITUITARY FORTE,Antipyretics,34285,70443,SHIRE PHARMACEUTICALS IRELAND LIMITED
GRIS-PEG,Antiseptics,34286,97653,BAYER INC. ANIMAL HEALTH
PLUS PHARMA SENNA PLUS,Stimulants,34287,34464,EPSILON CHEMICALS LTD.
HAPPY BONES,Statins,34288,24417,SHISEIDO AMERICAS CORPORATION DIST
CELL BOOSTING EYE,Hormone replacements,34289,18928,BIRKO CORPORATION
NASAL,Antibiotics,34290,30584,ZICAM LLC
CHERRY ANTACID,Oral contraceptives,34291,68334,SHAKLEE CANADA INC
TECNU CALAGEL,Analgesics,34292,55593,GRAHAM CHEMICAL CORP.
PARAVITA,Statins,34293,11223,AXXESS PHARMA INC.
ANTHELIOS SX,Stimulants,34294,43381,ACME UNITED CORPORATION
RANUNC SCEL,Stimulants,34295,45975,COUNTRY LIFE VITAMINS INC.
ADVAIR DISKUS 100/50,Statins,34296,18780,PHARMACEUTIQUE INGENEW INC.
ORTHO TRI CYCLEN LO,Hormone replacements,34297,98286,KRAFTLYSI HF
BEING WELL ANTISEPTIC,Statins,34298,86752,GLAXO CANADA INC
ANTI DIARRHEAL,Oral contraceptives,34299,46029,MARTECH
DENTAL PLAK,Antibiotics,34300,3775,YORKVILLE NATUROPATH.AND CHIROPRACTIC CL
MANGANUM METALLICUM,Antimalarial,34301,44359,GP ASSOCIATES INC.
VIVID TINT BAR,Hormone replacements,34302,62904,AGILA SPECIALTIES PRIVATE LIMITED
FERRUM PHOSPHORICUM 6X,Antiseptics,34303,44600,CHEMCORP INDUSTRIES INC.
VITALIZER,Oral contraceptives,34304,31482,ADAMS VETERINARY RESEARCH LABS INC.
EPIPEN JR,Statins,34305,65184,TETRA BIO-PHARMA INC.
ZINGIBER OFFICINALE,Statins,34306,29664,FRANK'S MAINTENANCE PRODUCTS INC
HOME HEALTH PSORIASIS,Stimulants,34307,26441,FOREVER YOUNG C.C.
SEPIA PLEX,Oral contraceptives,34308,33770,MURAD LLC
BRAUNFELS LABS NEEM,Tranquilizers,34309,2143,INTELLIPHARM INC
MAX NON ASPIRIN,Analgesics,34310,27454,SOLVAY PHARMA INC
ISONIAZID,Antimalarial,34311,1267,ATCO INTERNATIONAL
ANXIOVITA,Antiseptics,34312,22685,LABORATOIRE M2 INC
SUNMARK TUSSIN,Analgesics,34313,54129,SQUIRE LABS INC.
MEN'S ROGAINE,Antiseptics,34314,34586,INTERNATIONAL SPF INC.
SECURE,Antimalarial,34315,23215,RH PHARMACEUTICALS INC.
PATRICKS SUNSCREEN,Tranquilizers,34316,57567,OPHTAPHARMA CANADA INC.
DOVATO,Antibiotics,34317,96662,TEVA PHARMACEUTICAL INDUSTRIES LTD
VICKS CHILDRENS NYQUIL,Oral contraceptives,34318,70153,CROWN CHEMICAL PRODUCTS INC.
SECURA TWO STEP KIT,Antipyretics,34319,37096,LABORATOIRE PRO CHEM CANADA INC.
NORLYROC,Antipyretics,34320,44191,NETTLEWOODS INC.
XTRACARE WET WIPES,Analgesics,34321,15517,PRESCRIPTIVES CO. DIST.
SUNSORB SPF30,Tranquilizers,34322,18136,ROBINSON FACILITY SUPPLY INC.
PINWORM,Hormone replacements,34323,69560,PHARMACEUTICAL LABORATORIES INC.
SLIMMING SAP PATCH,Stimulants,34324,68902,TWIN INDUSTRIAL HOLDINGS LTD
ARNICA GEL,Stimulants,34325,51924,CLIF BAR INC.
YAELA,Antipyretics,34326,14837,VI-JON INC
ZEP TRANQUIL MEADOWS,Stimulants,34327,63752,THEON
ANTI WRINKLE EYE SERUM,Statins,34328,11197,DESERT ESSENCE COSMETICS
SOUTHERN RAGWEED,Antiseptics,34329,15902,SUPRA PRODUCTS INC.
NIGHT RELIEF SINUS,Antibiotics,34330,54727,DUKAL CORPORATION
LIVE OAK,Tranquilizers,34331,28191,PHARMASCIENCE INC
AQUACOOL RED 500,Analgesics,34332,56697,WENDT LABS
FLUARIX QUADRIVALENT,Tranquilizers,34333,95507,NUTRA THERAPEUTICS INTERNATIONAL
ADRENOCORTICOTROPHIN,Oral contraceptives,34334,44412,MAVLAB ANIMAL HEALTH LTD
WATER RETENTION,Antipyretics,34335,26719,BOYD PHARMACEUTICALS INC.
PAROXETINE,Tranquilizers,34336,57698,NEUBOURG SKIN CARE OF NORTH AMERICA INC
BIO-COMBINATION 14,Antipyretics,34337,98394,LES IMPORTATIONS QUE-FLOR INC.
CORE VALUES TUSSIN CF,Hormone replacements,34338,94853,C & M PHARMACAL CANADA INC.
XL3 XTRA,Stimulants,34339,74103,FRESENIUS AG
TOA SYRUP ADULT,Antipyretics,34340,64331,BIOMED
DEFENSOLITO,Tranquilizers,34341,2197,3M COMPANY-BS & CP DIVISION
SANITAXE,Hormone replacements,34342,15206,AMO CANADA COMPANY
LANODERM,Stimulants,34343,31334,LES PRODUITS NUTRI-SOURCE INC.
LIP BALM COLA FLAVORED,Statins,34344,20822,PRO-LINK CANADA
TERRASIL WOUND CARE,Antipyretics,34345,49930,SEPRACOR PHARMACEUTICALS INC
HAIR SANITY,Statins,34346,17368,MODIFI PRODUCTS LLC
DOLOGEN 325,Antibiotics,34347,53314,SAXON CHEMICALS LTD.
GEOTRICHUM CANDIDUM,Analgesics,34348,66595,RANDLE LABS INC.
MUSCLE CRAMP COMPLEX,Hormone replacements,34349,7157,BEBBINGTON INDUSTRIES INCORPORATED
JALPET 40 (NUMBER 570),Oral contraceptives,34350,38533,MCGAW INC.
IOPHEN DM NR,Antiseptics,34351,95747,MATRIX CANADA
EMVITA 27,Oral contraceptives,34352,55391,SIRFACE ENTERPRISES INCORPORATED
PREVENT,Stimulants,34353,23263,NU-WORLD CORPORATION
FACE OASIS HYDRATING,Antibiotics,34354,27282,ACCUDIAL PHARMACEUTICAL INC
PHARBEST ASPIRIN 325MG,Hormone replacements,34355,77966,BIOSCAN CONTINENTAL INC.
ADDED STRENGTH PM,Tranquilizers,34356,190,WISEGUARD PRODUCTS INC.
PEARSON MEPIVACAINE,Stimulants,34357,61363,ENEMEEZ INC. DBA SUMMIT PHARMACEUTICALS
TALACEN,Tranquilizers,34358,33219,SCHWARZ PHARMA KREMERS URBAN COMPANY
ARFORMOTEROL TARTRATE,Antiseptics,34359,7175,PRESS SERVICE LTD.
ARNICA E RAD. 12,Tranquilizers,34360,84776,THERAPHARMA INC.
MORBILLINUM,Antibiotics,34361,21867,CHANGES INTERNATIONAL
PLEO RUB,Antimalarial,34362,32565,RAFTER 8 PRODUCTS INC
OMEGA PAIN RELIEVING,Statins,34363,72959,ROBERTS PHARMACEUTICAL CORPORATION
DR.WHITISS 10%,Antimalarial,34364,78427,RNI ROYAL NUTRITION INTERNATIONAL INC.
AP-24 WHITENING,Hormone replacements,34365,18117,FREGA INC.
FIRST CLASS KIT,Hormone replacements,34366,48605,HETTIGODA INDUSTRIES (PVT) LTD.
POTASSIUM PHOSPHATES,Antimalarial,34367,54629,ECO MED PHARMACEUTICALS
RISPERIDONE M-TAB,Mood stabilizers,34368,96187,CORVEL DIVISION OF ELI LILLY CANADA INC.
FLUDEOXYGLUCOSE F18,Oral contraceptives,34369,79148,BACH FLOWER REMEDIES LTD.
GARNIER SKIN NATURALS,Stimulants,34370,96547,VIRTU'S INDUSTRIA E COMMÉRCIO LTDA
STOMACH CRAMPS,Oral contraceptives,34371,11808,NATURAL PHARMA INC. C/O NU LIFE
ORIGANUM MAJORANA,Antipyretics,34372,61162,ALOE BLOC INC.
OPTIRAY 300,Antipyretics,34373,8037,AMERICAN LIFE NUTRITION INC.
EXTRA STRENGTH,Mood stabilizers,34374,92249,ADVANTAGE MAINTENANCE PRODUCTS LTD
ZURAGARD,Mood stabilizers,34375,62515,POTTER & CLARKE C/O BOOKER HEALTH FOODS
SUNSCREEN SPF30,Tranquilizers,34376,46686,CHINOOK PHARMACY LTD
DYURAL 40 KIT,Antipyretics,34377,64468,RADIOL CHEMICALS LTD.
APPLE BUBBLE,Oral contraceptives,34378,66483,CZ VETERINARIA S.A.
VIRO PLUS,Antimalarial,34379,29047,ABBOTT LABORATORIES LIMITED
ULTRA,Stimulants,34380,12640,GIDERMA INC.
COMPLETE ALLERGY,Mood stabilizers,34381,82318,NEW LIFE HEALTH PRODS CORP
COLD SORES,Mood stabilizers,34382,49451,JNJ INDUSTRIES INC
HZ NEURAPAIN,Statins,34383,90052,FRESENIUS KABI AB
SYMBIO MUC DROPS,Antimalarial,34384,3148,MANTRA PHARMA INC
CO-LAV,Stimulants,34385,2563,SIMPAK
ZODRYL DEC 25,Oral contraceptives,34386,59816,RODAN & FIELDS LLC
RHODOTORULA RUBRA,Stimulants,34387,60675,FOREST LABS INC
ZOCOR,Antiseptics,34388,10154,ACCESS THERAPY CENTRE
ANODYNE LPT,Antiseptics,34389,55129,MANDEL SCIENTIFIC COMPANY INC
APIS VENENUM PURUM,Mood stabilizers,34390,16730,LONGSET LABORATORIES INC.
TIMENTIN,Tranquilizers,34391,31503,FAIRHEALTH INC.
FERRUM 5,Analgesics,34392,67707,SAGUENAY CLIN DE MED HOMEOPATHIQUE
FROZEN COTTON CANDY,Statins,34393,35155,CHESTER LABS INC.
WAL-SPORIN,Stimulants,34394,63861,DUMEX MEDICAL CANADA INC.
OPTIRAY 350,Antiseptics,34395,19822,GREITER AG
VISINE A,Statins,34396,3563,PHARMACO CANADA INC.
C MOLD MIXTURE,Antibiotics,34397,14161,RATIOPHARM GMBH
VANAHIST PD,Antiseptics,34398,47502,PHOENIX CHEMICAL TECHNOLOGY
CLODERM,Antiseptics,34399,84884,ALIMENTEX INC.
SORE THROAT LOGENZES,Antibiotics,34400,58135,KOLMAR CANADA INC.
AMICAR,Analgesics,34401,77879,BAUSCH HEALTH CANADA INC.
DR. CELLMO,Antibiotics,34402,51124,ATTOGRAM CORP
ANGIDOL CHERRY FLAVOR,Mood stabilizers,34403,25428,ORGANON TEKNIKA CANADA INC.
VENTOLIN HFA,Hormone replacements,34404,12988,PEDIAPHARM INC
PL-0591,Hormone replacements,34405,25229,QUALITY HOME PRODUCTS
MEDIC ICE,Statins,34406,18338,PROFESSIONAL CLEANER PRODUCTS LTD
MEDIQUE IPRIN,Mood stabilizers,34407,81490,SAVON ROBY INC.
CLARITIN-D,Stimulants,34408,61379,UNIVERSITY MEDICAL PRODUCTS USA INC.
CAPITAL AND CODEINE,Oral contraceptives,34409,30548,ACCUDIAL PHARMACEUTICAL INC
FLEXBUMIN,Tranquilizers,34410,54692,ALEXANDRIA INTERNATIONAL INC.
ASAFOETIDA,Antipyretics,34411,33929,BIOCRYST PHARMACEUTICALS INC
VERMOX,Antimalarial,34412,18865,SYNTHESE ELEVAGE
DIAL ANTIBACTERIAL,Oral contraceptives,34413,5303,LAB GERNETIC INT LTEE
PRINCIPEN '500',Antimalarial,34414,1539,VETBIOTEK INC
JUVE-CAL,Antimalarial,34415,5009,LINSON PHARMA CO.
AMETHYST,Analgesics,34416,70518,ADVANCED MEDICAL NUTRITION INC.
TREATMENT SET TS350257,Oral contraceptives,34417,33399,KERASTASE PARIS CANADA
LEVLITE,Analgesics,34418,88118,SANDS PHARM
LOBLOLLY PINE,Tranquilizers,34419,12106,LE NIGEN N. INDUSTRIES
SLIM BOOSTER,Statins,34420,31188,CWC (COSTCO WHOLESALE CORPORATION)
TREATMENT SET TS330376,Antibiotics,34421,66035,PRO-MA SYSTEMS CANADA INC
LONG LAST MAKEUP 00,Oral contraceptives,34422,8199,4410602 CANADA INC
THYMUS MERCURIUS,Hormone replacements,34423,66661,STRATEGIC BRANDS N.A. INC.
CALCIUM METABOLIZER,Antimalarial,34424,160,STEPAN CANADA INC
EXSEL,Mood stabilizers,34425,67497,NORTH AMERICAN SUN & MEDICAL
RANITIDINE 75,Analgesics,34426,52834,AMBERINE PRODUCTS LTD.
DG BABY PETROLEUM,Statins,34427,95540,NU-PHARM INC
REBIRTH HAIR,Statins,34428,32201,NARS COSMETICS
ADAPTAGEN,Statins,34429,61671,SUN LABS LTD
NUTROPIN AQ NUSPIN 10,Antiseptics,34430,56328,ROYAL BODY CARE INC.
IODINE TINCTURE WHITE,Statins,34431,84769,AVENTIS PASTEUR SA
AQUILINUM TARAXICUM,Statins,34432,42733,IMAGE INTERNATIONAL MANUFACTURING LLC
PRODERM,Statins,34433,19900,EXZELL PHARMA INC
ESTOMAROL,Tranquilizers,34434,99153,MEDTROL INC
TREATMENT SET TS340054,Oral contraceptives,34435,23810,BIOSAV INC - 9107 9640 QUEBEC INC
SMARTMOUTH,Mood stabilizers,34436,34203,MERLE NORMAN COSMETICS INC
VAPERGY SLIM,Mood stabilizers,34437,83305,OPHTAPHARMA CANADA INC.
CHELIDONIUM MAJUS 30C,Antimalarial,34438,2067,SCHERER LABORATORIES INC.
TLC PLUS ANESTHETIC S,Oral contraceptives,34439,19372,DOMPÉ FARMACEUTICI S.P.A.
SUNBUM SPF 30,Statins,34440,92248,GLENWOOD INC.
STOMACH FLU FIGHTER,Mood stabilizers,34441,58200,OFFICE FOR INTERNATIONAL SERVICES INC
DEODORITE,Antipyretics,34442,45204,HERBES UNIVERSELLES INC.
EAR DRY DROPS,Analgesics,34443,15904,YVES ROCHER INC.
UROPLUS SS,Statins,34444,32190,VERIDIEN CORPORATION
MUSCLE MAXIMIZER,Mood stabilizers,34445,22436,HOPE PHARMACEUTICALS LTD
NASALASALT,Tranquilizers,34446,25519,ADVANCE LABORATORIES LIMITED.
HOMEOPATHIC HCG,Analgesics,34447,45756,PERRIGO INTERNATIONAL
PHOCAL APF,Mood stabilizers,34448,12782,G.T. FULFORD PHARMACEUTICALS
ORUDIS,Antipyretics,34449,14342,GREEN HEALTH
ANTICAVITY,Stimulants,34450,23651,TRUE NORTH NUTRITION INC.
SUN THERAPE FACE,Antibiotics,34451,6204,MARATHON SYSTEMS
PODOCON 25,Stimulants,34452,61964,ALPINE HERBAL REMEDIES LTD.
INON ACE,Antipyretics,34453,22584,HERBON NATURALS INC.
ISOSORBIDE MONONITRATE,Stimulants,34454,76122,PARK-LEE PHARMA
LOW DOSE MINIPRIN,Antimalarial,34455,18247,AQUAELECTRONIK TECHNOLOGIES INC
DAILY FACE WASH,Oral contraceptives,34456,73690,ENVIROCARE CORPORATION
CHILDRENS TRIACTING,Tranquilizers,34457,60606,BIOADVANTEX PHARMA INC.
VICA-CET,Analgesics,34458,34275,GULF BIO-SYSTEMS INC.
ECZEMA HP,Stimulants,34459,74710,A-1 MEDLAB INC.
METHYLTESTOSTERONE,Antimalarial,34460,70236,ORBUS PHARMA INC
FRAGARIA VITIS,Mood stabilizers,34461,82664,BOEHRINGER INGELHEIM FRANCE
FLURAZEPAM,Antiseptics,34462,71156,KOKEN CO. LTD.
ECOLAB INC.,Tranquilizers,34463,83737,J.C. SANI CARE INC.
GLP-1 BALANCE,Antibiotics,34464,36674,DERMA E NATURAL BODYCARE
SOOTHE LONG LASTING,Mood stabilizers,34465,71622,VIVUS INC.
FACIAL LIFTING,Oral contraceptives,34466,22005,SUNLINE TOTAL BEAUTY
SPLEEN,Mood stabilizers,34467,74579,TECNODIS DISTRIBUTIONS INC.
Y LAX DR,Antimalarial,34468,59737,ALL-CAN MEDICAL INC.
SUN DEFENSE CREAM,Statins,34469,89579,KIK CUSTOM PRODUCTS
