virusName           ,virusId             ,sources             ,dangerLevel         
THALASSA,82040,SURINAME,14
MENORCA,82041,KIRIBATI,22
DOMINICA,82042,NEW CALEDONIA,40
KRK,82043,GUINEA-BISSAU,2
WILLOW 2,82044,FRENCH POLYNESIA,47
FFOES,82045,KUWAIT,100
ODONTONEMA,82046,JERSEY,28
QARUH,82047,SAINT LUCIA,87
SPEAR LILY,82048,BULGARIA,17
MALLORCA,82049,HAITI,82
TRYDDYN,82050,TOBAGO,86
SPRAIN,82051,GUINEA,96
DUCK,82052,GUYANA,48
CAMPSIE,82053,NIUE,26
COWIE,82054,GIBRALTAR,54
LAYIA,82055,GAMBIA,89
PRINCESS*,82056,HONDURAS,7
DOVE LANE,82057,PORTUGAL,22
VOCO,82058,C�TE D'IVOIRE,68
THERMONEMA,82059,BRUNEI,91
DORDRECHT,82060,CHAD,42
DENEBOLA,82061,BELIZE,64
SNOWDROP,82062,ANGOLA,27
MANGAIA,82063,HONG KONG,51
GEDZA,82064,ANDORRA,55
MERRYTON,82065,TONGA,80
TURICELLA,82066,GAMBIA,9
RUDEN,82067,BARBADOS,57
HYDRANGEA,82068,BURKINA FASO,81
CARYA,82069,MALI,6
LONICERA,82070,TRINIDAD,43
KWAJALEIN,82071,PERU,93
GARRYA,82072,NAURU,5
STAR DAISY,82073,MARSHALL ISLANDS,41
WHITEFISH,82074,SRI LANKA,77
FRENCH CAY,82075,COOK ISLANDS,25
KLUYVERA,82076,VENEZUELA,9
MORRISON,82077,SCOTLAND,1
LABRYS,82078,CAYMAN ISLANDS,32
FEROCACTUS,82079,UNITED KINGDOM,12
STONECROP,82080,BELARUS,13
HURRICANE,82081,MALAYSIA,18
CEMETERY,82082,LIBERIA,71
CAMELLIA,82083,BANGLADESH,29
CHARLTON,82084,LITHUANIA,100
LASSOLIE,82085,SOUTH AFRICA,97
COX,82086,CANADA,54
KOLFAGE,82087,BURUNDI,48
BANKHEAD,82088,PERU,4
INJURY,82089,PALAU,23
GREENSPOND,82090,FAROE ISLANDS,43
TANKERSLEY,82091,CYPRUS,12
SEAL,82092,GUAM,7
COPIAPOA,82093,ALGERIA,56
HATE,82094,VIRGIN ISLANDS,25
DROSERA,82095,VIRGIN ISLANDS,55
MIRABILIS,82096,FIJI,81
COALBURN,82097,PAKISTAN,44
ILEX,82098,SVALBARD,64
LEHIGH,82099,PALESTINIAN TERRITORIES,56
QUOIN,82100,LITHUANIA,58
BRANT,82101,KIRIBATI,42
MEDLAR,82102,UNITED STATES OF AMERICA,67
PL,82103,EQUATORIAL GUINEA,88
FRI13-NZ,82104,WALES,76
ANTHYLLIS,82105,TRINIDAD,74
BØMLO,82106,BULGARIA,96
WERN LEVEL,82107,COCOS,44
PEN-Y-BRYN,82108,NIGER,53
CURRANT,82109,AMERICAN SAMOA,12
SHAM,82110,BOSNIA,94
MOUCHA,82111,SWAZILAND,16
RHYDYDEFID,82112,BRAZIL,73
GLOXINIA,82113,HOLLAND,82
FOXCOTE,82114,MOROCCO,12
YEW TREE,82115,SLOVAKIA,71
MESQUITE,82116,BHUTAN,41
COON,82117,COCOS,56
MELANOMA,82118,DENMARK,40
AUGHINISH,82119,SOUTH AFRICA,95
AIDS,82120,KUWAIT,72
WUVULU,82121,FRANCE,16
MAACKIA,82122,SLOVENIA,96
NEURITIS,82123,SOLOMON ISLANDS,11
PENTROBIN,82124,KOSOVO,39
TRELYN,82125,SOLOMON ISLANDS,73
CWMBRAN,82126,TURKEY,76
DENMAN,82127,CHINA,69
ALMAAK,82128,AMERICA,74
LUMBAGO,82129,GEORGIA,47
NORTHWEST,82130,BRAZIL,81
BIGHORN,82131,PHILIPPINES,16
SALM,82132,GHANA,54
CARIOCA,82133,SAINT HELENA,63
TREES,82134,ISRAEL,32
GARDEN,82135,TAJIKISTAN,97
IAPETOS,82136,NORTHERN IRELAND,20
HVAR,82137,BAHRAIN,10
ELEPHANTA,82138,NIGER,19
KIPPAX,82139,MAURITIUS,9
PEEL HALL,82140,SOLOMON ISLANDS,99
ALTERF,82141,ARUBA,74
JATROPHA,82142,MONACO,52
PARKFIELD,82143,CHAD,49
ALKURHAH,82144,BELIZE,90
SAINT IVAN,82145,POLAND,19
RODGERSIA,82146,SAINT VINCENT AND THE GRENADINES,59
CROSSHILL,82147,GRENADA,55
PICTOU,82148,UNITED STATES VIRGIN ISLANDS,66
SAWYER,82149,AZERBAIJAN,66
NUKUATEA,82150,BHUTAN,88
KOELERIA,82151,MAYOTTE,91
PULAU JACO,82152,NETHERLANDS,93
PILEA,82153,SINGAPORE,80
CANTUA,82154,GRENADA,18
ROYSTONEA,82155,TAJIKISTAN,46
FLATULENCE,82156,SOMALIA,11
EUPATORIUM,82157,MEXICO,87
BOUVETOYA,82158,PUERTO RICO,1
MERCURY,82159,MALDIVE ISLANDS,68
BERE,82160,CHILE,7
PEDDOCKS,82161,ANDORRA,71
FOXLEY,82162,BOSNIA HERZEGOVINA,9
DENNYHILL,82163,SPAIN,36
SPRUCE,82164,ANTIGUA AND BARBUDA,5
BRANDON,82165,CAPE VERDE,64
WETAR,82166,SAN MARINO,36
BALNEARIUM,82167,KYRGYZSTAN,32
IEJIMA,82168,EAST TIMOR,67
PICKEL,82169,KIRIBATI,62
CLINTON,82170,TRISTAN DA CUNHA,55
PINNOX,82171,GAMBIA,50
PELOMONAS,82172,UNITED ARAB EMIRATES,4
LIMONIUM,82173,ASCENSION ISLAND,61
MALLESTANG,82174,BRUNEI,61
WWT,82175,PAPUA NEW GUINEA,64
MOSS,82176,C�TE D'IVOIRE,11
WEINGARTIA,82177,BOTSWANA,87
GOTCHA 3,82178,GUYANA,58
KITHNOS,82179,NORWAY,87
KELLY,82180,NEW ZEALAND,75
MULBERRY,82181,BOLIVIA,93
DIADE,82182,MOLDOVA,95
OLERON,82183,COCOS,72
DOG,82184,ANTIGUA AND BARBUDA,23
SUWARROW,82185,THAILAND,58
ERYNGIUM,82186,NIGERIA,95
OSTEOMA,82187,TRINIDAD,50
BLOODROOT,82188,ITALY,2
ROBERT,82189,LUXEMBOURG,14
HOOKWORM,82190,REPUBLIC OF IRELAND,62
WATSON,82191,SOMALILAND,25
HASTINGS,82192,TUNISIA,72
CYRTOMIUM,82193,MONTENEGRO,4
ZHENBAO,82194,KIRIBATI,57
BUTOMUS,82195,VIRGIN ISLANDS,89
P1,82196,EAST TIMOR,10
MUD GRASS,82197,GABON,17
DASYLIRION,82198,SAINT BARTHELEMY,10
HALITOSIS,82199,SPAIN,91
MUMFORT,82200,MADAGASCAR,57
POLIANTHES,82201,USA,11
CAMASSIA,82202,GUINEA BISSAU,39
HOPTREE,82203,REPUBLIC OF IRELAND,71
LOH,82204,TUNISIA,82
MOBILUNCUS,82205,GREENLAND,36
WHITEBARN,82206,SUDAN,51
TAPEWORMS,82207,BAHAMAS,30
CORAL TREE,82208,SRI LANKA,10
HOLYBUSH,82209,MALTA,79
MATTEUCCIA,82210,REPUBLIC OF IRELAND,53
TONGARIKI,82211,NORTH KOREA,57
EDMONDSLEY,82212,PARAGUAY,80
HAPTON,82213,BELIZE,12
ENGLEFIELD,82214,FAROE ISLANDS,59
PARK PIT,82215,LITHUANIA,84
MINIMITE,82216,NETHERLANDS ANTILLES,28
GOMPHRENA,82217,EIRE,37
LOA DUONG,82218,ANGOLA,10
WHALE,82219,ASCENSION ISLAND,23
TALCLYN,82220,ERITREA,80
HARRISIA,82221,USA,36
PC CYBORG,82222,DOMINICAN REPUBLIC,12
GAVDOS,82223,ANGOLA,65
BRYANSK,82224,SWEDEN,68
CILELY,82225,GUATEMALA,93
GRAFIAS,82226,TANZANIA,1
REDHEAD,82227,CUBA,21
AGENA,82228,PALESTINE,26
SEA GRAPE,82229,PORTUGAL,33
UGLJAN,82230,TOGO,86
JOKER3,82231,ENGLAND,3
LAVANDULA,82232,MAURITANIA,53
NEWSHAM,82233,MYANMAR,97
HIDRAG,82234,CEYLON,26
CAMERTON,82235,BRAZIL,2
SILVERBELL,82236,SLOVENIA,47
NED,82237,SOUTH AFRICA,2
DUVALIA,82238,GUYANA,43
GOTCH 4,82239,ANDORRA,41
LASTOVO,82240,CEYLON,67
ONOPORDUM,82241,SAMOA,98
TAYLOR,82242,UNITED STATES,25
ASTON HALL,82243,SAINT PIERRE AND MIQUELON,29
PHOTINIA,82244,UNITED STATES,57
PIERCY,82245,MAURITIUS,46
MOTUTAPU,82246,SOUTH KOREA,67
LADYSHORE,82247,PORTUGAL,62
NEW FANCEY,82248,MALDIVE ISLANDS,64
CIMICIFUGA,82249,EQUATORIAL GUINEA,68
SMOKE TREE,82250,UNITED STATES OF AMERICA,31
DEVON,82251,ANDORRA,4
FARGREE,82252,AMERICA,76
MEDINILLA,82253,GAMBIA,41
SEMELE,82254,UNITED ARAB EMIRATES,23
OLD HALL,82255,RUSSIA,97
SEVERNY,82256,SWITZERLAND,3
TODEA,82257,POLAND,35
SOUTH HOOK,82258,LUXEMBOURG,70
EDGEWELL,82259,MONTENEGRO,63
PORTULACA,82260,TURKS AND CAICOS ISLANDS,99
KOH TRAL,82261,MALI,89
MAIN COAL,82262,NORFOLK ISLAND,12
BORONIA,82263,UNITED KINGDOM,95
WASH,82264,BELARUS,1
SANDYCROFT,82265,MAURITANIA,85
CDEF,82266,VANUATU,6
FLOTTA,82267,CAYMAN ISLANDS,69
YNISAWDRE,82268,GUERNSEY,54
CYSTOCELE,82269,CYPRUS,52
FAURO,82270,ISRAEL,6
BIRCH ROCK,82271,SAINT MARTIN,61
SHILDON,82272,UK,33
CHOLLAS,82273,KOSOVO,6
VARIOLA,82274,BELARUS,9
FLU,82275,TUVALU,11
ROYDS,82276,MICRONESIA,14
PYRACANTHA,82277,JAPAN,59
BYSSOVORAX,82278,BELGIUM,20
SAN JOSE,82279,VATICAN CITY,66
NIHOA,82280,BULGARIA,67
THORNS,82281,PANAMA,21
THAXTERA,82282,PUERTO RICO,61
CAPH,82283,UZBEKISTAN,72
CAROLINE,82284,SYRIA,73
RADISH,82285,OMAN,38
STOPES,82286,GUYANA,47
RHYDING,82287,EQUATORIAL GUINEA,2
CRACKY,82288,ESTONIA,11
CALDER,82289,LAOS,88
FINGERS,82290,GRENADA,11
ACIDOVORAX,82291,CENTRAL AFRICAN REPUBLIC,18
BUDVICIA,82292,ABKHAZIA,66
TUPTON,82293,SIERRA LEONE,37
MARAUDER,82294,SOUTH AFRICA,5
LOMATIA,82295,LATVIA,4
ALLUAUDIA,82296,IVORY COAST,34
JUTE,82297,JAMAICA,97
GLYNSYCHAN,82298,PHILIPPINES,95
KISKA,82299,AZERBAIJAN,38
SCEPTRUM,82300,COOK ISLANDS,78
CYSTITIS,82301,MONACO,51
RASPBERRY,82302,ALGERIA,97
RAINFLOWER,82303,GIBRALTAR,58
EMERALD,82304,ICELAND,93
POHNPEI,82305,DOMINICAN REPUBLIC,59
TONG,82306,HOLLAND,97
BIRKENSHAW,82307,TRINIDAD AND TOBAGO,57
KILI,82308,MACEDONIA,78
ANIWA,82309,FAROE ISLANDS,40
BRYMBO,82310,NETHERLANDS ANTILLES,61
MOOR HOUSE,82311,NORWAY,100
BRUNSVIGIA,82312,SPAIN,11
AMNESIA,82313,SVALBARD,21
RAMSCLIFFE,82314,THAILAND,79
MICROMERIA,82315,BOTSWANA,61
ATIU,82316,JORDAN,79
HAWKS NEST,82317,TRINIDAD AND TOBAGO,71
SINJIDO,82318,TURKS AND CAICOS ISLANDS,14
ARSENAL,82319,KENYA,43
BRAEHEAD,82320,HOLLAND,21
BEBSIDE,82321,GUAM,51
GEORGENIA,82322,TOBAGO,89
OTHO,82323,DOMINICA,11
GRENADIER,82324,ANGOLA,5
USWORTH,82325,MONGOLIA,48
BELL,82326,MARSHALL ISLANDS,6
AGAVE,82327,FRENCH POLYNESIA,57
CATTLEYA,82328,UZBEKISTAN,93
EPIMEDIUM,82329,UZBEKISTAN,46
NEREIDA,82330,GUINEA BISSAU,50
ZINNIA,82331,LAOS,19
ÉFATÉ,82332,PALESTINIAN TERRITORIES,28
ISOPLEXIS,82333,SAINT MARTIN,86
YERSINIA,82334,NETHERLANDS,65
ROWAN,82335,ISLE OF MAN,82
GRANBY NOS,82336,SAINT PIERRE AND MIQUELON,70
CHAUSEY,82337,ZIMBABWE,2
MOLUCCELLA,82338,GUYANA,31
FORMOZA,82339,SAMOA,15
BONHOMME,82340,SURINAME,41
ANGELONIA,82341,IVORY COAST,24
TOLLCROSS,82342,UNITED KINGDOM,82
WESTON,82343,SAINT KITTS AND NEVIS,84
LIBERTIA,82344,FRANCE,70
MAURANDYA,82345,BULGARIA,98
SAN PIETRO,82346,TUNISIA,95
MALTON,82347,CHILE,60
ADHESIONS,82348,PARAGUAY,95
ZAVIJAH,82349,GHANA,69
ORF,82350,CZECH REPUBLIC,2
CLAY CROSS,82351,PANAMA,54
SPIRILLUM,82352,HERZEGOVINA,68
PENDLETON,82353,SAINT HELENA,68
MICROBIOTA,82354,USSR,47
ACHALASIA,82355,EQUATORIAL GUINEA,62
INKERMAN,82356,UNITED STATES VIRGIN ISLANDS,69
TJORN,82357,KUWAIT,2
LIEUTENANT,82358,TURKEY,80
COLUTEA,82359,SOUTH KOREA,6
EIGHTMILE,82360,BRITISH VIRGIN ISLANDS,4
KARKARPKO,82361,MALAYSIA,29
SOWDEN,82362,USA,62
POTATO,82363,BAHAMAS,7
BOWIEA,82364,GREENLAND,18
COCCOLOBA,82365,SPAIN,53
CEFN,82366,NAURU,69
THROCKLEY,82367,TAIWAN,69
MUSCARI,82368,SAINT BARTHELEMY,16
MOSQUITO,82369,INDONESIA,91
POKEWEED,82370,JERSEY,51
ARM INJURY,82371,KIRIBATI,52
BURGAZADA,82372,NORTH KOREA,28
MINICOY,82373,SAINT LUCIA,90
BATEMAN,82374,UGANDA,89
ALPHERATZ,82375,BELGIUM,1
TABUAERAN,82376,CZECH REPUBLIC,80
HERB,82377,UNITED STATES,53
V483,82378,LATVIA,68
WILTTON,82379,ZIMBABWE,61
ZU1,82380,CUBA,99
GLODWICK,82381,MALTA,77
CHAMOMILE,82382,PAPUA NEW GUINEA,83
KARSIBOR,82383,NIGERIA,38
PANCAKE,82384,TURKMENISTAN,91
BIGNONIA,82385,BURKINA FASO,88
LITTLE,82386,SOUTH AFRICA,7
PATMOS,82387,MYANMAR,43
HUGH MILL,82388,QATAR,20
LEUCOPHYTA,82389,TURKS AND CAICOS ISLANDS,44
KAYAK,82390,UGANDA,34
GRISVAGØY,82391,ICELAND,15
GRIFF,82392,INDIA,6
YELLOWWOOD,82393,TAJIKISTAN,73
PHANTOM,82394,ALBANIA,37
KARMØY,82395,CYPRUS,72
MARAWA,82396,USSR,24
SADALSUUD,82397,SOMALILAND,9
MARYVILLE,82398,SAINT PIERRE AND MIQUELON,95
BLEANISH,82399,ANDORRA,38
VIETNAMESE,82400,BRUNEI,23
DIGBY,82401,PALESTINIAN TERRITORIES,3
DIPCADI,82402,VANUATU,5
GLORRAT,82403,HERZEGOVINA,96
FINN-357,82404,SLOVENIA,87
ECSTASY,82405,ARUBA,67
ANREDERA,82406,NAURU,98
DIPHTHERIA,82407,BELARUS,93
SKOGERØY,82408,SOUTH KOREA,94
DELPHINIUM,82409,SUDAN,63
ELLWOOD,82410,COSTA RICA,59
SCHOTIA,82411,GHANA,21
HAMPSTEAD,82412,SWAZILAND,5
MINK,82413,SENEGAL,100
HOLLYPARK,82414,SOMALILAND,36
SERGEANT,82415,KOSOVO,10
ALDER,82416,FIJI,67
ECCLESHILL,82417,ALBANIA,87
FARNLEY,82418,YEMEN,42
UGNI,82419,MOROCCO,64
CUTTHORPE,82420,TANZANIA,17
AUCKLAND,82421,KOSOVO,68
GLOUP HOLM,82422,HUNGARY,57
OXNA,82423,TRISTAN DA CUNHA,50
PHRAGMITES,82424,TUNISIA,96
HEPATICA,82425,CAMBODIA,13
BARDWELL,82426,TUNISIA,18
ALBERT,82427,CZECH REPUBLIC,83
AEROBACTER,82428,GEORGIA,15
MURRAY,82429,HERZEGOVINA,58
SECRETS,82430,AKROTIRI,10
ANTHEMIS,82431,UNITED STATES OF AMERICA,77
WAGLAN,82432,TAIWAN,50
WINDLEY,82433,CHINA,12
GLEADLES,82434,GHANA,68
GOITRE,82435,TURKMENISTAN,2
CERARIA,82436,HUNGARY,79
KEY WEST,82437,MAURITIUS,91
VESTIA,82438,COOK ISLANDS,12
DERANGED,82439,GREECE,98
VICTOR,82440,UGANDA,27
CV4,82441,SLOVENIA,19
TETRADIUM,82442,SVALBARD,97
NEW EARTH,82443,BAHAMAS,57
TITHONIA,82444,SAMOA,92
CYST,82445,MONTENEGRO,88
AUBUSSI,82446,UNITED STATES,82
SKELLYTON,82447,BANGLADESH,63
THIOMONAS,82448,BANGLADESH,30
MUSKINGUM,82449,VATICAN CITY,82
PHYTOLACCA,82450,NEW ZEALAND,57
GORDONA,82451,MYANMAR,77
CARNEGIEA,82452,AFGHANISTAN,8
LIB1172,82453,CAYMAN ISLANDS,56
LOASA,82454,SEYCHELLES,12
DIOON,82455,PAPUA NEW GUINEA,65
ADENOPHORA,82456,SURINAME,12
EKINLIK,82457,SAINT VINCENT AND THE GRENADINES,36
GLORIOSA,82458,TRINIDAD,91
WILLIAMS,82459,KENYA,83
ROASTBEEF,82460,GUERNSEY,31
SARDINIA,82461,BENIN,28
WERFA,82462,GUAM,72
SK,82463,CAMBODIA,61
KENOSHA,82464,SAINT KITTS AND NEVIS,80
CLITORIA,82465,GRENADA,19
AMMI,82466,ESTONIA,83
KITALPHA,82467,SAHRAWI ARAB,59
ZEA MAIZE,82468,DENMARK,52
GRUNT-3,82469,FINLAND,91
COUGH,82470,ESTONIA,41
USSR 696,82471,RWANDA,88
S�?O JORGE,82472,ISRAEL,99
MILNWOOD,82473,MOROCCO,30
KINNELL,82474,UGANDA,37
BIT ADDICT,82475,ANDORRA,16
COLLANMORE,82476,CHAD,3
PENDWLL,82477,LIECHTENSTEIN,66
RAOUL,82478,GUINEA-BISSAU,41
ROBIN HALL,82479,BELGIUM,67
USSR 256,82480,BAHAMAS,45
LEBRE,82481,MALI,82
SHALLCROSS,82482,SEYCHELLES,77
BEAR,82483,GHANA,6
DRACAENA,82484,FIJI,67
CAPELLA,82485,SURINAME,87
FISH 1100,82486,CHILE,84
VACSINA,82487,MALAWI,12
CARROLL,82488,ICELAND,44
BRIMEURA,82489,BAHAMAS,53
BELLFLOWER,82490,GHANA,87
OENANTHE,82491,SENEGAL,4
COEDPOETH,82492,FRANCE,86
TYSNES,82493,PALESTINE,90
WOOD LAND,82494,ANGUILLA,74
CHESTERTON,82495,SINGAPORE,98
STOMATITIS,82496,TUVALU,22
ALNAIR,82497,SRI LANKA,51
WORSLEYA,82498,CENTRAL AFRICAN REPUBLIC,5
BARNCLIUTH,82499,TONGA,35
NUKUTAPU,82500,PALESTINE,1
BANK HOUSE,82501,GEORGIA,13
TUMOR,82502,VANUATU,83
AKIMISKI,82503,LIBYA,8
KEEWAYDIN,82504,VIETNAM,49
ERINACEA,82505,SOUTH OSSETIA,35
CEFN ELAS,82506,MEXICO,8
THANKERTON,82507,CAMEROON,51
SILK TREE,82508,AKROTIRI,19
LANGTREE,82509,CAMEROON,65
ERWLWYD,82510,TANZANIA,99
ILEITIS,82511,PALESTINE,41
FUTHARK,82512,NIGER,19
UREMIA,82513,USA,74
NAVIGATION,82514,EGYPT,11
FILIFACTOR,82515,OMAN,10
ALSOBIA,82516,TANZANIA,62
KO CHANG,82517,TONGA,2
PERSICARIA,82518,SOMALILAND,19
FLORIANUS,82519,LESOTHO,40
BRAYSDOWN,82520,UNITED KINGDOM,48
JUSTICIA,82521,LIBYA,50
TOLMIEA,82522,SOMALIA,5
SHIBATAEA,82523,SOMALIA,22
BUTTHOLE,82524,NORTHERN IRELAND,47
MACHINE,82525,SENEGAL,31
PHACELIA,82526,GHANA,80
FANGATAUFA,82527,INDONESIA,7
CLIPPENS,82528,URUGUAY,18
CAMPOBELLO,82529,PALESTINIAN TERRITORIES,21
PING CHAU,82530,LITHUANIA,60
BEARBERRY,82531,CHILE,15
REFLUX,82532,SOUTH KOREA,20
USTICA,82533,CHAD,94
ICE9-199,82534,SIERRA LEONE,41
OBREGONIA,82535,TURKS AND CAICOS ISLANDS,13
LINDEN,82536,AZERBAIJAN,51
EMLEY PARK,82537,NORWAY,77
CABANAS,82538,PALESTINE,30
CANCER,82539,MALAYSIA,49
ALAMEDA,82540,SPAIN,49
WALLBUTTS,82541,AMERICAN SAMOA,80
EARACHE,82542,UK,70
CENTAUREA,82543,BANGLADESH,2
FRAXINUS,82544,KIRIBATI,69
TRIFOLIUM,82545,ABKHAZIA,79
MAATSUKYER,82546,MONTSERRAT,9
EMBOLISM,82547,DOMINICA,1
SPRINGHEAD,82548,TRANSNISTRIA,42
TAHIFEHIFA,82549,NORTHERN IRELAND,62
ALSTON,82550,POLAND,85
BRACHYSEMA,82551,FIJI,76
OLD RHOS,82552,ARMENIA,45
WALKER,82553,LAOS,46
PYROLA,82554,TOKELAU,25
KALLANDSO,82555,GAMBIA,27
EBON ATOLL,82556,MAURITANIA,31
FOREST,82557,BELARUS,61
WILLFIELD,82558,ERITREA,51
LINDOS,82559,KUWAIT,43
FILIBACTER,82560,SAINT BARTHELEMY,77
HADLEY,82561,PERU,10
CHIRPOY,82562,COMOROS,31
NESFIELD,82563,TOKELAU,88
GATESHEAD,82564,SAMOA,90
SAXIFRAGE,82565,MAURITIUS,38
MARSHALL,82566,PALAU,97
AMARYGIA,82567,CEYLON,93
CENTER,82568,RWANDA,37
FAMV4,82569,WALES,13
NCU LI,82570,KENYA,20
BALLOTA,82571,MAURITANIA,25
THIOTHRIX,82572,LESOTHO,42
BFD,82573,USSR,19
DOKDONIA,82574,MONTENEGRO,70
GADLYS,82575,USA,34
BROWNING,82576,TRINIDAD,42
PATIENCE,82577,PARAGUAY,53
CHAMBER,82578,USA,31
UDSTON,82579,RUSSIA,13
AMRITA,82580,AUSTRIA,7
PREGNANT,82581,ASCENSION ISLAND,85
UKESHIMA,82582,BOSNIA AND HERZEGOVINA,27
CREDIT,82583,SAINT VINCENT AND THE GRENADINES,94
LIME,82584,HONDURAS,35
VANDRUFF,82585,HAITI,22
POISONING,82586,UNITED STATES VIRGIN ISLANDS,1
SOLESGARTH,82587,HONG KONG,21
TERATOMA,82588,COSTA RICA,87
DØNNA,82589,LAOS,82
LILLESHALL,82590,TRINIDAD,76
BOLAX,82591,ISLE OF MAN,37
ABERAMAN,82592,PUERTO RICO,49
APPLE TREE,82593,CHILE,42
ACAI,82594,SURINAME,73
SINUSITIS,82595,HUNGARY,58
REINEKEA,82596,SURINAME,98
PARODIA,82597,SINGAPORE,86
VINCA,82598,FRENCH POLYNESIA,17
NORTH TWIN,82599,DOMINICA,91
PRIORFLELD,82600,SOUTHERN IRELAND,2
DREWS,82601,NETHERLANDS ANTILLES,65
EGDELL,82602,TOBAGO,81
ASBESTOSIS,82603,NICARAGUA,70
TREAT,82604,MACAU,80
WHALE CAY,82605,BAHAMAS,26
JOKE,82606,MALAWI,98
EBOLA,82607,AMERICAN SAMOA,49
LAU,82608,MONACO,15
ULEX,82609,MEXICO,64
PARAGON,82610,LATVIA,83
OSMANTHUS,82611,MALDIVE ISLANDS,40
LASQUETI,82612,UK,90
YAP,82613,FAROE ISLANDS,77
WITTROCKIA,82614,COCOS,91
TENERIFE,82615,SAUDI ARABIA,50
GLINES,82616,NEPAL,18
PELICAN,82617,UNITED ARAB EMIRATES,33
CARNGETHIN,82618,TANZANIA,30
POMONA,82619,DOMINICA,33
NEWMARKET,82620,BRUNEI,35
ZLARIN,82621,BRITISH VIRGIN ISLANDS,47
CYNARA,82622,CHILE,69
ALVECOTE,82623,CHAD,29
DHENEB,82624,TURKEY,43
MELIANTHUS,82625,SAINT MARTIN,34
TUPELO,82626,TRINIDAD,41
ALDERAMIN,82627,UGANDA,77
HYPOXIS,82628,MOROCCO,18
ELM PARK,82629,CENTRAL AFRICAN REPUBLIC,75
WEST BROOM,82630,GIBRALTAR,65
LAMBERTIA,82631,GUINEA,72
DRY EYE,82632,SAUDI ARABIA,82
SOURWOOD,82633,DENMARK,91
BUTTERBUR,82634,COOK ISLANDS,7
BUTTERFLY,82635,AZERBAIJAN,68
PAULDEN,82636,ARUBA,8
DANNY,82637,REPUBLIC OF IRELAND,15
FAKARAVA,82638,EIRE,7
JACK,82639,ETHIOPIA,1
URUK 300,82640,GUAM,80
MOLINERIA,82641,ASCENSION ISLAND,71
DYSENTERY,82642,SAINT KITTS AND NEVIS,86
MARIGOLD,82643,ANGUILLA,7
VESPASIAN,82644,UNITED KINGDOM,1
STUART,82645,REPUBLIC OF IRELAND,94
LUDLOW,82646,HERZEGOVINA,59
SHERBO,82647,GREECE,62
BLOODFIN,82648,NAMIBIA,90
CALTHA,82649,MACAU,4
TOOTHAKER,82650,IVORY COAST,79
BEANS,82651,GREENLAND,62
GREWIA,82652,ANGUILLA,60
JOJO,82653,ARMENIA,6
PROCYON,82654,NORWAY,89
VLIELAND,82655,ECUADOR,29
BRADFORD,82656,SENEGAL,55
HUNSWORTH,82657,EAST TIMOR,28
EWESLEY,82658,GHANA,21
L PARKHEAD,82659,ARGENTINA,70
AVITUS,82660,SOUTH AFRICA,84
PUTORIA,82661,CHRISTMAS ISLAND,10
POND PINE,82662,JORDAN,77
GARDNER,82663,KOSOVO,33
WISCONSIN,82664,HONDURAS,37
TAKUU,82665,DOMINICAN REPUBLIC,29
STEVES,82666,SUDAN,67
MDEF,82667,SAMOA,45
PELTANDRA,82668,EIRE,18
ACAMAR,82669,PALESTINIAN TERRITORIES,100
HALTON,82670,GUINEA-BISSAU,93
WHITE,82671,KUWAIT,2
GREEN ODD,82672,ZAMBIA,99
SYKES,82673,MALAWI,77
PARRACHILL,82674,PAPUA NEW GUINEA,21
LEWIS,82675,LAOS,82
LEGOUSIA,82676,USA,13
IHEYAJIMA,82677,LIBERIA,40
KETLEY,82678,ARMENIA,12
HAILSTORM,82679,ERITREA,6
RENISHAW,82680,MACEDONIA,87
NAOS,82681,BOSNIA HERZEGOVINA,39
BADGER,82682,TONGA,63
MANDØ,82683,NORTH KOREA,80
NAART,82684,VIETNAM,44
W13,82685,SLOVENIA,4
DODO,82686,SAINT MARTIN,42
BELLADONNA,82687,ASCENSION ISLAND,67
MITIARO,82688,BELIZE,11
Z10,82689,BRAZIL,15
BRUSHES,82690,MALTA,54
TONCHES,82691,LIBYA,32
WALFISCH,82692,BENIN,97
HEPHAESTUS,82693,KOSOVO,100
HYGROPHILA,82694,SLOVAKIA,98
BARRETA,82695,AKROTIRI,74
DOURA,82696,SPAIN,8
TAIWAN,82697,SOUTH KOREA,73
DALZIEL,82698,PORTUGAL,55
BERIBERI,82699,UNITED STATES OF AMERICA,33
BEVA-96,82700,SOUTH OSSETIA,11
AITKENHEAD,82701,CROATIA,44
GWRHAY,82702,CHILE,66
CAMIGUIN,82703,SEYCHELLES,55
ETOLIN,82704,SAHRAWI ARAB,98
DIABETES,82705,CHAD,17
MOSSFIELDS,82706,SWITZERLAND,58
SPREKELIA,82707,CHILE,35
ALDERNEY,82708,ESTONIA,50
BRUCELLA,82709,JAPAN,35
NUKUHIFALA,82710,CROATIA,46
FAMM,82711,HOLLAND,42
VÆRØY,82712,COMOROS,52
RYE,82713,ARUBA,86
NØTTERØY,82714,CHRISTMAS ISLAND,80
PULAU AMAN,82715,KENYA,64
MOSER,82716,PHILIPPINES,7
KUBBAR,82717,REPUBLIC OF IRELAND,99
CARUM,82718,MALDIVES,4
HERRS,82719,ARUBA,89
SUBUROY,82720,ANDORRA,38
MAINAU,82721,MAURITANIA,4
VITALIANA,82722,GUINEA-BISSAU,65
DRY SKIN,82723,NEW CALEDONIA,55
