Name_Of_Product            ,Product_ID               ,Inventory            ,Importer         
NARATRIPTAN,36711,45546,ROI MARKETING
AC ALL,36712,71622,PRODUITS CHIMIQUES DESMARAIS INC. (LES)
TELLURIUM MURIATICUM,36713,19720,MULTALER & CIE
DERMADROX,36714,78297,SCI-TECH ENGINEERED CHEMICALS INC.
PROVENGE,36715,95182,WING QUON ENTERPRISES LTD.
HUMALOG MIX 75/25,36716,13540,UNIMED CANADA INC.
MELISSA CHAMOMILLA,36717,76946,CHEM INTERNATIONAL
LIDOCAINE,36718,33022,TRI-OMEGA INTERNATIONAL INC.
KIWI,36719,24231,MEYER ZALL LABORATORIES PTY LTD.
HUSH ANESTHETIC,36720,92088,VETRACEUTICAL SERVICES INC.
PROMETH VC PLAIN,36721,13004,GFS CANADA COMPANY INC
BULLFROG,36722,82602,STIEFEL CANADA ULC
IDOLE SKIN LIGHTENING,36723,74864,ABRI PHARMACEUTICALS INC
AMMONIAN 13,36724,2863,BIOCODEX SA
COLDS DRY COUGH,36725,94112,THE MENTHOLATUM COMPANY OF CANADA LTD
TELLURIUM METALLICUM,36726,82517,HERITAGE MFG CO LTD.
PENICILLIN-2,36727,33028,AHS ANIMAL HEALTH SUPPLIES LTD.
CYTOSAR-U,36728,7751,IPET PHARMACEUTICALS INC.
IDKIT HP ONE,36729,85746,D.N.A. LABORATORIES INC.
DRONEDARONE,36730,76688,NABISCO BRANDS LTD.
ENTERIC ASPIRIN,36731,69683,COUNTRY LIFE VITAMINS INC.
MOISTURIZING SUNBLOCK,36732,65148,REMINGTON MEDICAL EQUIPMENT LTD.
HAND ARMOR,36733,23214,SNELLING PAPER AND SANITATION LTD.
DR TEALS,36734,75490,OPTIKEM INTERNATIONAL INC.
SHOPRITE GAS RELIEF,36735,64946,FISKE'S HORSE CARE PRODUCTS LTD
ACNEFORCE,36736,80200,OXYMED DIV. DE 118303 CANADA INC.
URSO,36737,83353,KAO CANADA INC.
SARDINE,36738,76916,LUCERNE FOODS LTD.
CLINIMIX,36739,60410,APLICARE INC.
KIDS EAR RELIEF,36740,85075,LABORATOIRES THEA
REDBERRY JUNIPER,36741,89320,SM BOUCHARD
PREBEL,36742,25362,SDP INC.
UNDA 10,36743,28663,WATER ENERGY TECHNOLOGIES
ACILAC,36744,1077,CARTIER CHEMICALS LTD.
FLURESS,36745,67562,FABERGE OF CANADA
HEALING FOR BABIES,36746,22211,S.H. TWO HYGIENIC PACKAGING LTD.
VASOSTRICT,36747,53550,FENWAL INC
LEADER COLD AND FLU,36748,75289,WEBER & WEBER GMBH & CO. KG
WHEAT BRAN,36749,51497,THE MEZOTRACE CORPORATION
BIOACHES,36750,75978,SWEDISH ORPHAN BIOVITRUM AB (PUBL)
FORMIPLUS,36751,63888,SBS PRODUCTS INC.
ASSIST II,36752,7545,AMAZON TRADING COMPANY
ALLER-CHORD A,36753,68994,FRESENIUS MEDICAL CARE DEUTCHLAND GMBH
EPIFOAM,36754,54162,ALOE CARE INTERNATIONAL LLC
DRY SCALP DANDRUFF,36755,3712,QUORUM INTERNATIONAL LTD.
LEADER ALLERGY RELIEF,36756,35092,GLORY KINGDOM CANADA INC
OMEGA-3 WELL PACK,36757,63246,FIRST HORIZON PHARMACEUTICAL CORP.
NEXA PLUS,36758,16001,SANBEC (1981) LTEE
DR BELLS POMADE,36759,85605,DR. M. MIHIC
LOCHOLEST LIGHT,36760,99980,LIFE PRODUCTS CORPORATION
STAVUDINE,36761,85640,PROTERRA MANAGEMENT GROUP INC
CLONAZEPAM,36762,66440,ABRI PHARMACEUTICALS INC
COLDS AND FLU RESPONSE,36763,65247,CANADIAN MEGATIDE CONSULTANTS LTD.
LAB1796 ANXIETY SHIELD,36764,80180,INFUSIUM PROFESSIONAL PRODUCTS
THEOCHRON,36765,83807,PHYTOMER
BOBBI BROWN BB,36766,20039,LUEN FOOK MEDICINE SDN. BHD.
NUMSTICK,36767,67577,LABORATOIRES CHARTON LABORATORIES
ANXIETY COMPLEX,36768,54115,PEKANA-NATURHEILMITTEL GMBH
ANGUSTURA VERA,36769,73829,BORNER GMBH
REST SIMPLY,36770,35495,PRODUITS CADILLAC (1984) LTEE
GONAL-F RFF PEN,36771,663,NOVA SCOTIA HEALTH AUTHORITY
WHOLE EGG,36772,56150,DUPONT PHARMA INC.
ALLIUM CEPA KIT REFILL,36773,66140,COUNTRY LIFE VITAMINS INC.
EAR DISCOMFORT,36774,91047,L K DISTRIBUTING INC.
UNDECYLENIC ACID,36775,94252,MEDIBIOTICS INC.
PROCAPAN,36776,85936,SENIVA PHARMACEUTICALS LTD
BAL,36777,83219,CURIUM CANADA INC
COLOSTAT,36778,38048,E LOAD INC.
PARAGON AERO INSTANT,36779,91696,NFI CONSUMER PRODUCTS
SLEEPOLOGY,36780,26244,SEAFORD PHARMACEUTICALS INC
YS SOLUTION AC CARE,36781,24883,DAVIS AND LAWRENCE CO.
LASER SUNSCREEN 100,36782,32540,CATHERINE ATZEN INC.
BRONCHO SALINE,36783,71453,BEHRINGWERKE AG
CHEWABLE ASPIRIN,36784,72143,SKINVISIBLE PHARMACEUTICALS INC
PROACTIV SOLUTION,36785,52190,FRESENIUS BIOTECH GMBH
LUFFA OPERCULATA,36786,49477,METREX RESEARCH
BARSTATIN 100,36787,96544,NEW SPIRIT NATURALS INC.
MITCHUM CLEAR GEL,36788,74802,DUSA PHARMACEUTICALS INC
TOPICLEAR COCOA BUTTER,36789,38221,SKYLINE PRODUCTS LTD.
THALLIUM METALLICUM,36790,42412,ALKAPHARM
TUSSIONEX PENNKINETIC,36791,59689,GREEN HEALTH
SOROCI MORNING CALMING,36792,54043,SWEDISH ORPHAN BIOVITRUM AB (PUBL)
XYLOCAINE DENTAL,36793,81746,BLENDAX WERKE
HERPES ZOSTER PLUS,36794,49235,CENTURY PHARMACEUTICALS INC.
ANTI-BACTERIAL FOAMING,36795,83980,BARRETT HODGSON PAKISTAN (PVT) LIMITED
MICRO-K EXTENCAPS,36796,98927,BISSELL LTD.
AILANTHUS,36797,19001,ACCUCAPS INDUSTRIES LIMITED
ROCKLATAN,36798,55230,TOTAL IMAGE OF CANADA
AMLOBENZ,36799,19620,AVONDALE (BRINNY) CHEMICAL COMPANY
TRICOR (MICRONIZED),36800,75634,LEHNING LABORATOIRES
METROMIDOL,36801,63216,TRANS CANADERM INC.
LUTREPULSE KIT,36802,77403,EXCELPHARM INC.
WOMANS LAXATIVE,36803,15894,SIERRA SUMMITS SKIN PRODUCTS LLC
ALLERSODE,36804,32031,LABORATOIRES HOLIS INC.
FORMULA 303,36805,6290,BIOPHARM AUSTRALIA PTY LTD.
WISH CARE,36806,35540,FRAN WILSON CREATIVE COSMETICS
HAVE A NICE DAY,36807,48336,HAFSTEINN JULIUSSON
XRYLIDERM,36808,1340,GREENLINE
SUCTION SWAB SYSTEM,36809,64771,UNIK LABORATORY
RADIATION,36810,12140,MEDISAN PHARMACEUTICALS AB
AMYVID,36811,33398,FIELD GROUP CHEMICALS PTY LTD.
SPONGIA OVI,36812,74006,GEORGE TAUB PRODUCTS & FUSION CO. INC.
SUPPRELIN LA,36813,68352,NUTRI SCIENCE
MITESIL,36814,74755,PLUS PRODUCTS
GLAUCOMA,36815,10674,FREEMAN COSMETIC CORP.
CALM KEEPER,36816,7456,HELENE CURTIS LTD/LTEE
MEZEREUM 6C,36817,10140,GEMINI PACKAGING LTD
ADVANCED ACNE THERAPY,36818,43318,TAMAHI MINERALS INC.
SCABENE,36819,38389,GUARDIAN DRUG COMPANY INC
BUPRENORPHINE HCL,36820,69025,CENTRAL DENTAL CO LTD.
ADVANCED LIGHTNING,36821,48525,GMD DISTRIBUTION INC.
MYCOGONE PERNICIOSA,36822,51028,3M COMPANY-BS & CP DIVISION
HAND COCONUT LIME,36823,15010,METRO PHARM INC.
PEPTICOL 5S AMPOULE,36824,84446,LIFE BREATH HOME CARE SERVICES LTD.
WHOLE SYSTEM EEP,36825,62887,ETC CANADA INC.
HEADACHE CONGESTED,36826,62033,BEHRINGWERKE AG
AVENA,36827,78482,PROMOTION ECO ST-CLAIR INC.
SORE THROAT SPRAY,36828,89558,PILKINGTON BARNES HIND
ANEFRIN NASAL,36829,990,VIRATEK INC.
BUSINESS ELITE AMENITY,36830,78401,BOVIPHARM INC.
ASTERO,36831,85212,DIETISA S.A.
MAJOR POVIDONE IODINE,36832,68509,ENDO VENTURES LTD
KIDS ECZEMA BALM,36833,92767,NIKKEN USA INCORPORATED
TOPCARE PAIN AND FEVER,36834,20152,BEEHIVE BOTANICALS INC.
BERBERIS VISCUM,36835,33055,LABORATORIOS GRIFOLS S.A.
TORONOVA SUIK,36836,16775,NEUBOURG SKIN CARE OF NORTH AMERICA INC
VAZOBID-PD,36837,82075,PROMEDICA LABORATOIRES
COMPLETE CARE,36838,74175,CANBERRA CORPORATION
NEWGEL PLUS SPF,36839,66696,CITRON HYGIENE LP
THROAT CARE,36840,76795,ROLF C. HAGEN INC.
PHYSOSTIGMA VENENOSUM,36841,51953,ALPINE SPECIALTY CHEMICALS LTD
ENGERIX-B,36842,59384,GLEN CHEMICALS LIMITED
AJOVY,36843,18183,EAST-MAN FEEDS LTD.
ICE COLD ANALGESIC GEL,36844,44934,BEAUTY COUNSELORS OF CANADA INC.
DILOR,36845,67671,LONZA LLC.
SUNDROPS 75,36846,46767,HAWKNAD MANUFACTURING INDUSTRIES INC.
NIKITA,36847,46070,FOREVER YOUNG C.C.
MICONOLE,36848,89097,G.T. FRENCH PAPER LIMITED
HYDRAP-ES,36849,41055,IMPORTATIONS MEDCO LTD.
COMPLETE,36850,96029,ETHYPHARM INC
PINTO BEAN,36851,82600,PA BENJAMIN MFG CO LTD.
PERCH,36852,55971,ANGELINI PHARMA INC
CELLPIUM RICH BODY,36853,57306,MAGISTRAL BIOTECH INC.
SWOLLEN GLANDS RELIEF,36854,12540,DYMOND DRUGS LTD.
SEAWEED MOISTURIZER,36855,16807,WAKUNAGA PHARMACEUTICAL CO LTD.
MULTI-VITAMIN,36856,46202,SEPAX AB
ALOE TOUCH,36857,4554,SHIRE PHARMA CANADA ULC
CHILDRENS NIGHT TIME,36858,40668,WYETH-AYERST CANADA INC.
E-ZEN GARGLE,36859,57895,PRODUCT EXCELLENCE INC.
MONISTAT 7,36860,75482,REMEDY ANIMAL HEALTH PRODUCTS LTD
SUGAR BEET POLLEN,36861,56122,EVONIK STOCKHAUSEN INC
WEIGHT AWAY REMEDY,36862,60267,LABS BIOTHERAX LABORATOIRES
EXTRA STRENGTH MAPAP,36863,22777,ALOE VERA OF AMERICA INC.
CTX4 GEL 1100,36864,51357,ETHIPHARM INTERNATIONAL
SUNSCREEN CREME SPF 37,36865,40166,MEDALLION INFO INC.
VASOPRESSIN,36866,28346,OCEAN NUTRITION CANADA LTD.
HYPERICUM EX HERBA 3,36867,40827,SO-LEI PRODUCTS LTD.
THYME,36868,25695,CHEMAC INDUSTRIES INC.
ACHYRANTHES CALEA,36869,79079,MEDISAN PHARMACEUTICALS AB
CALCITONIN-SALMON,36870,68225,SAMSON PRODUITS SANITAIRES
GLENTUSS,36871,93944,LEIB RESEARCH
CETRAXAL,36872,79416,JERGENS CANADA INC.
PROCRASTINATION,36873,66928,SKINTECH 2000 INC.
BLACK WALNUT FOOD,36874,77627,H.J. SUTTON INDUSTRIES LTD.
EROS ANAL SILICONE,36875,47524,TRI-SUN - NORTH AMERICA
TRI-LO-ESTARYLLA,36876,52034,LA GASPESIENNE INC. PRODUITS SANITAIRES
CELLAPY A REPAIR,36877,65324,PRAIRIE OXYGEN LTD
OZ TREE,36878,29806,PIONEER BIOSCIENCES LTD.
ZOLADEX,36879,39168,PROACTIVE NUTRITIONAL THERAPIES
VANCOR,36880,66876,HEALTH & HOMEOPATHY SHOP
ANTARA (MICRONIZED),36881,56257,SUPER BIOMIN CANADA LTD. INC.
MEDICATED CHEST RUB,36882,99541,LABS VALDA
SORE THROAT COUGHS,36883,34002,PREVAIL CORPORATION
AFINITOR,36884,56618,GOURMET NUTRITION F.B. INC.
MAGNOLIA GRANDIFLORA,36885,22963,BRIANNA W. INC.
THERAPYTION HAIR TONIC,36886,23177,TWINS MANUFACTURING CHEMISTS
SENOKOT-S,36887,8245,ANTEIS SA
NITROLINGUAL,36888,51242,QUICKIE MANUFACTURING CORPORATION
BIO GALLIUM,36889,27419,GANZ INC.
HAND SANITIZER RAZZ,36890,23025,TELFORD PHARMACEUTICALS INC.
DESCOVY,36891,85418,ENAMELON INC.
SLEEP ASSIST,36892,97649,TANNING RESEARCH LABORATORIES INC.
IOPAMIDOL-250,36893,49297,KINDERCARE CANADA LIMITED
CARBO VEGETABILIS 200C,36894,67484,WOODCHEM CANADA LTD.
NITE TIME DAY TIME,36895,94115,HAMILTON LABORATORIES
CARBIDOPA AND LEVODOPA,36896,89596,HERBERT LABS
LEADER SLEEP AID,36897,44635,FUJISAWA CANADA INC.
ESKATA,36898,79646,NATURAL WORLD DISTRIBUTION INC
PARASITE INFECTION,36899,86461,ULTIMA HEALTH PRODUCTS INC.
E-HGH,36900,8333,LIFIZZ VITAMINS INC.
MENS ALOPEXY,36901,85008,TERRA BOTANICA PRODUCTS LTD.
BERINERT,36902,51885,TAIKO PHARMACEUTICAL COMPANY LTD.
BEST CHOICE SENNA,36903,11912,NATURE'S HERBS INC.
NULYTELY,36904,12530,THE QUIGLEY CORPORATION
SOLIE TONER,36905,39972,AKUNA HEALTH PRODUCTS INC.
FEAR AND PHOBIA,36906,52782,FERROSAN AB
BIDEX-400,36907,59838,LABO OMNIUM MERCUR N.V.-S.A.
PARASITE DETOX,36908,70254,LABS SED SPRL
CEPHULAC,36909,81510,BEAUMONT BIO-MED INC.
OPTOMYCIN,36910,6669,BAUSCH & LOMB INC
IBUPROFEN,36911,85323,DERMCARE-VET PTY. LTD
COUGH DAY NIGHT,36912,36638,ID BIOMEDICAL CORPORATION OF QUEBEC
SMOOTH (TAG) ALDER,36913,72499,VAN WATERS AND ROGERS LTD.
THE FIRST,36914,49783,GLENMARK PHARMACEUTICALS CANADA INC.
DAYTIME COLD RELIEF,36915,99911,MYLAN PHARMACEUTICALS ULC
HERCEPTIN HYLECTA,36916,73904,UNIVERSITY MEDICAL PHARMACEUTICAL CORP
PURE FORCE,36917,12905,LABORATOIRES GRIMBERG
LIDL REDNESS RELIEF,36918,91590,CHEMICAL INDUSTRIES (ALBERTA)
OLEUM MORRHUAE,36919,39255,BABSON BROTHERS COMPANY
PAINGO KFT,36920,41970,LES HERBAGES NORMEX LTEE
CAPMIST,36921,20239,TEVA PHARMACEUTICAL INDUSTRIES LTD
TREATMENT SET TS346889,36922,80637,CHEMINOVA INTERNACIONAL S.A.
SWEEP,36923,73237,HAWCO PRODUCTS LTD.
TESTOSTERONE ENANTHATE,36924,55141,CELLTRION HEALTHCARE CO LTD
HUA TUO,36925,47686,LES CHIMIQUES B.O.D. INC
LYNX MEDI FOAM,36926,27976,DESERT ESSENCE COSMETICS
MERINO LIP SPF 30,36927,69697,NORDAM PHARMA CHEM INC.
CERTUS ALCOHOL PREP,36928,98472,W.T. RAWLEIGH CO LTD.
PEPCID,36929,50694,CANGUARD HEALTH TECHNOLOGIES INC.
ALCOSCRUB FOAM,36930,44525,ALDA PHARMACEUTICALS CORP.
YUVAFEM,36931,77026,NEW ERA LAB C/O SEVEN SEAS
SL EYE WASH,36932,52654,UNIVERSAL DAIRY EQUIPMENT
ZILACTIN-B,36933,19850,AMWAY OF CANADA LTD.
ASTH-HP,36934,69184,SCA HYGIENE PRODUCTS LTD.
PEDITRACE,36935,82995,UNIMARK REMEDIES LIMITED
ANNUAL SALTBUSH POLLEN,36936,12082,LACTAID INC.
MOTOFEN HALF-STRENGTH,36937,10960,FORKEM INC.
CANDIN,36938,67348,CARMA LABORATORIES INC
PROPAFENONE,36939,87780,NATURE THERAPIES
STANDARDIZED CAT PELT,36940,54055,SOLVAY KINGSWOOD INC.
LYMPHOSEEK KIT,36941,74322,RUBBERMAID COMMERCIAL PRODUCTS LLC
HTYP,36942,84447,LAVAL PHARMA INC.
BIO CHESTNUT BUD,36943,93490,THE BODY SHOP CANADA LIMITED
FLUTEX,36944,81167,CHARLES BOOTH HAIR CARE PRODUCTS INC.
KEPTRILS,36945,18590,PREFER PRODUCTS INC.
OGEN .625,36946,45456,HOPE PHARMACEUTICALS LTD
ZEE ASPIRIN,36947,45707,BESCO LABORATORY INC.
SUNTINTS,36948,51429,AALADIN SUPERIOR CLEANING SYSTEMS LTD.
SUNSCREEN FACE SPF 28,36949,60411,VERITY PHARMACEUTICALS INC.
DELTA-DOME,36950,74216,TORRENT PHARMACEUTICALS LIMITED
COTTON HAIR REMOVAL,36951,25822,AVEDA CORPORATION
TIMOLIDE 10-25,36952,18589,SOLAR COSMETIC LABS INC.
STONA FOR CHILDREN,36953,77805,FERNDALE PHARMA COMPANY
ZENOL MILD HOT,36954,13313,KIEHLS CANADA
SINUS PAIN,36955,76856,SOPHERION THERAPEUTICS LLC
AUGMENTIN '875',36956,84436,TRI-TEX CO INC.
NECON 777,36957,48680,NUTRITION FOR LIFE INTERNATIONAL
HYDRASTIS,36958,35261,MB DISTRIBUTION ENRG
RECOVATONE,36959,20141,BALCHEM LTD.
ARTHRI-ZEN RELIEF,36960,89206,I-MED PHARMA INC.
BISMUTHUM METALLICUM,36961,32249,THE FENTON COMPANY
LIPOSYN III 10%,36962,78242,VITALAB
AZITHROMYCIN DIHYDRATE,36963,20800,KINGSCOTE MEDICAL INC.
YOUTHFUL SKIN,36964,59727,CANPHARM INC.
GREEN OLIVE,36965,93253,UNITED THERAPEUTICS CORPORATION
THE FIRST CLEAR TONER,36966,75952,EMERALD INDUSTRIES LTD.
ERYTHRA-DERM,36967,73562,GH G.H.WOOD DIVISION OF ECOLAB LTD.
CITRANATAL DHA,36968,52727,LES PRODUITS JAMARIC ENR.
UNIRETIC,36969,37668,GERMIPHENE CORPORATION
VYVANSE,36970,54057,WAMPOLE BRANDS
BLACK BASS,36971,62076,KIK CUSTOM PRODUCTS
NECON 0.5/35,36972,79875,CSL BEHRING CANADA INC
CALIFORNIA ALOE MILD,36973,43312,BRISTOL-MYERS SQUIBB CANADA
MUSCLE RUB,36974,90406,MET-RX USA INC.
PEDIATRIC ADVIL,36975,32676,PAR PHARMACEUTICAL COMPANIES
TOPCARE ALLERGY RELIEF,36976,21690,BAYWOOD INTERNATIONAL INC.
RASH REPAIR BALM,36977,30802,HYGIPRO INC.
SUPERIOR ANALGESIC,36978,29271,SCHWARZ PHARMA INC.
CAN ALBEX 30X,36979,15226,BELISLE CONCENTRES SCIENTIFIQUES
DERMA GRAN BC,36980,73802,LABS MEREX INC.
AURUM ONOPORDON,36981,62857,SENSIBLE LIFE PRODUCTS
MUCUS EXTENDED RELEASE,36982,63726,METAGENICS INC.
SENSITIVE ANTI-CAVITY,36983,33526,FIORE (VICTOR)
SMILEACTIVES,36984,43311,DISTRIBUTIONS BIODENTCOM INC.
SUPERBALANCED,36985,4747,PHOENIX AIRMID BIOMEDICAL CORP.
VENTOLIN ROTACAPS,36986,77747,LINCOLN MEDICAL LIMITED
SYMLINPEN,36987,67850,ALKAPHARM
PLUM,36988,65073,H.B.S. DISTRIBUTION INC.
GUARDANIA PAIN,36989,20493,ECOLOGY SOLUTIONS INC.
MIPASTE,36990,6558,LES PRODUITS SANITAIRES LÉPINE INC.
CALMODROX,36991,64297,DOLISOS CANADA INC.
THUJA,36992,97144,GUARDIAN CHEMICALS INC.
GLYCOPHOS,36993,49287,ALIMENTEX INC.
R-044 BLEMISH FIX,36994,69290,IKEDA MOHANDO CO LTD.
DIPSACUS SYLVESTRIS,36995,87782,GUTHY-RENKER LLC
HAIKU,36996,84178,DESERVING THYME INC.
GLOSTRIPS,36997,99583,RHEINGOLD FOOD INTERNATIONAL LTD.
NEUROQUELL-PLUS,36998,27828,DERMAL DEFENSE INC.
QBRELIS,36999,50067,AMWAY OF CANADA LTD.
FOLTRATE,37000,90394,MARY COHR
WART REMOVER LIQUID,37001,90735,PHARMACAPS INC.
CHILDREN'S ADVIL,37002,17868,BUBCHEN WERK - EWALD HERMES
NORCEPT-E 1/35 28,37003,28228,HERMES ARZNEIMITTEL GMBH
GUANABENZ ACETATE,37004,15939,OUTSIDE LABS INC
MEIJER SPF 8,37005,23427,BAXTER CORPORATION
LIP BALM MINT FLAVORED,37006,94895,ORIENTAL TRADING CO. LTD.
OENANTHE CROCATA,37007,94032,ORIMED PHARMA INC
AFTER BITE OUTDOOR,37008,26360,DUMEX MEDICAL CANADA INC.
ALLERGIES MOLD,37009,26248,TRAVENOL CANADA INC.
MAGNESIUM CARBONICUM 6,37010,93981,BIOCALTH INTERNATIONAL CORPORATION
CALADROX,37011,77436,BABOR CANADA INC.
SUNBLOCZ BABY AND KIDS,37012,34389,ARVIDIS INC.
ACETYLCYSTEINE,37013,53590,THE VITAMIN CONNECTION INC.
ELF CLARIFYING PRESSED,37014,67113,CANGUARD HEALTH TECHNOLOGIES INC.
FUNGIFOAM,37015,72495,MONTREAL NEUROLOGICAL INSTITUTE
INFANTS TYLENOL,37016,27195,SOAPOPULAR INC
FAMVIR,37017,49348,TRI-TEC COATINGS INC.
GBGF,37018,84983,FINALLY NATURAL CARE CORPORATION
T2 SERUM,37019,52218,DR J O LAMBERT LTEE
ACTINEL PEDIATRIC,37020,56688,RELIABLE MAINTENANCE PRODUCTS LTD.
MANDRAGORA RHEUM,37021,98393,OSTREM CHEMICAL CO LTD.
LAVENDER SAP PATCH,37022,59304,DERMAL ENTERPRISES INC.
POINT RELIEF LIDOSPOT,37023,33247,CHEMIMEX ENTERPRISES LTD.
INDOCIN SR,37024,95469,CLUB MONACO COSMETICS INC.
SOLIE,37025,44538,E.I. DUPONT DE NEMOURS AND COMPANY
TORK PREMIUM,37026,42384,KINGSCOTE MEDICAL INC.
CABBAGE,37027,9792,COLOPLAST A/S
GAMMAGARD,37028,48170,762607 ONTARIO LTD.
LANCOME,37029,94479,EQUIP CANADA (1988) INC.
CHINESE ELM POLLEN,37030,75383,GLOPROFESSIONAL
CHELIDONIUM CURCUMA P,37031,32194,NORWICH EATON CANADA INC.
NATURAL FINISH,37032,80192,JAZZ PHARMACEUTICALS IRELAND LIMITED
ALIBELI,37033,58156,DIVERSEY INC
SUPRADERM,37034,93472,BRENTDALE CHEMICALS
FOOTWORKS,37035,9849,CHEM INTERNATIONAL
CLIV BARRIER POWER,37036,74333,CHEMFAX PRODUCTS LTD.
MONODOX,37037,21966,ECKERT & ZIEGLER RADIOPHARMA GMBH
FRESH MORNING BIFIDUS,37038,88829,COLGATE HOYT/GEL KAM
SORE THROAT MENTHOL,37039,8843,FRUIT OF THE EARTH INC
INJECTAPAP,37040,26863,NATURE'S PEAK 2007 LTD
CHOLEDYL SA,37041,31229,DRUGGISTS' CORPORATION
ANEXSIA,37042,20519,NICODROPS INC
SILICIUM MURIATICUM,37043,53428,LABORATOIRE MIGAR LTÉE
PREDAMIDE,37044,13655,NANOTECH SEALANTS
10 STOMACH,37045,56486,ACORN MEDICAL PRODUCTS LTD.
NARS LAGUNA BODY TINT,37046,16695,L'HERBIER DU MIDI
WALGREENS CHEST RUB,37047,43932,UNISAN INDUSTRIAL SUPPLIES INC.
TOTAL DAILY REPAIR,37048,77323,BETHANY PRODUCTS INC.
GLYNASE,37049,92322,BIOMED
MEDIQUE MEDIKOFF DROPS,37050,94128,EMEBKO ENTERPRISES INC
CLAUSTROPHOBIA,37051,3174,SUN PHARMA CANADA INC
PERFECT PORE CLEAN I,37052,95213,CANUS IMPORT-EXPORT
PAIN-EASE,37053,56424,HUMN PHARMACEUTICALS INC
HEADACHE DROWSINESS,37054,64043,FOREST LABORATORIES CANADA INC
OMTRYG,37055,58488,PHARMAMAG INC.
TESSALON,37056,59817,NATURE'S WAY OF CANADA LTD.
CHILDRENS PAIN RELIEF,37057,46464,PEDIAPHARM INC
WALGREENS ZINC SPF 50,37058,43536,MINT PHARMACEUTICALS INC
LYMPH DRAINAGE,37059,43523,DELITEFUL FOODS INC.
ENFLURANE,37060,72155,JMSR DISTRIBUTOR CANADA CO LTD
AARICA,37061,73699,TEISEN PRODUCTS
DRY SORE THROAT,37062,39190,ORION INTERNATIONAL INC.
TONSILCURE,37063,38847,MC COMBER DISTRIBUTIONS
NOVACORT,37064,44620,MCCUAIG SOLUTIONS CORP.
COPPER,37065,49312,E EXCEL LLC
15HR COVER LASTING,37066,63116,HEAR SAVER LIMITED
PASSIFLORA INCAR,37067,86604,SUN-FUN PRODUCTS INC.
PHYTOGENIC INFINTE,37068,48207,LONDON DRUGS LIMITED
PURE BB 21 LIGHT BEIGE,37069,82942,CPS PRODUCTS CANADA LTD
NINJACOF-XG,37070,9146,COLGATE-PALMOLIVE CANADA INC
TREATMENT SET TS330928,37071,92295,CARDINAL HEALTH 200 INC.
TREATMENT SET TS351125,37072,92153,PRESERVE INTERNATIONAL
TINCTURE GREEN SOAP,37073,58040,CALGON VESTAL LABORATORIES INC.
BUFO RANA 200C,37074,66526,ALBI NATURALS
ULTACAN,37075,34816,DEMOTEX 1986 LIMITEE
GERIGARD,37076,90786,DELL CHEMICAL AND MARKETING LIMITED
VITUZ,37077,23998,BIOTECH CORPORATION
DR. IASO,37078,28611,SANFAX INDUSTRIES LTD.
AMLEXANOX,37079,5977,SHIRE PHARMACEUTICALS IRELAND LIMITED
ROYAL EPSOM SALT,37080,65562,NOVADAQ TECHNOLOGIES ULC
HYGIENIC CLEANSING PAD,37081,68655,INTELLIPHARMACEUTICS CORP
NIGHTIME SLEEP AID,37082,16013,FOREST LABS INC
PSORMEDICOR,37083,25304,THE CLINIPAD CORPORATION
CAPTOPRIL,37084,42169,DR J O LAMBERT LTEE
AFLURIA QUADRIVALENT,37085,3594,MERLION PHARMACEUTICALS GMBH
TOPCARE GAS RELIEF,37086,61213,KISS MY FACE CORPORATION
ECHINACEA E RAD. 50,37087,80825,DRUMMOND
KALI CYANATUM,37088,34149,TAHITIAN NONI INTERNATIONAL INC.
TECHNELITE,37089,81413,VORWERK & SOHN GMBH & CO. KG
KONG HANDIPOD,37090,2490,DERMATOLOGIC COSMETIC LABORATORIES
CANYON RAGWEED POLLEN,37091,33319,CERAVE CANADA
ABDOMINAL CREAM,37092,40830,NUTRIUS INC.
PENGUIN ICICLES,37093,45745,CHIEF MEDICAL SUPPLIES LTD
CP MEDI,37094,95823,VAN WATERS AND ROGERS LTD.
ABDOMINAL CRAMPS,37095,48140,MAKEUP ARTISTRY STORES INC
NATURAL SENNA,37096,3044,19TH HOLE PRODUCTS LLC
TREATMENT SET TS349186,37097,59084,MERLE NORMAN COSMETICS INC
DAYTIME SEVERE COLD,37098,43255,MCCUAIG SOLUTIONS CORP.
CATAFLAM,37099,40171,LEO LABORATORIES LTD.
MUCASID 40 NUMBER 116,37100,85866,TEW NUTRICEUTICALS INC.
SYMBIO MUC EYE DROPS,37101,98167,SAXON CHEMICALS LTD.
ADULT COUGH RELIEF DM,37102,80208,SERVICELAB CLEANING SYSTEMS INC
GLAUTARAKT,37103,69037,PHIBRO ANIMAL HEALTH CORPORATION
OCULOHEEL,37104,71097,DONOVAN INDUSTRIES INC.
TRAVEL TIME,37105,76494,TECNODIS DISTRIBUTIONS INC.
SNOW WHITE ESSENCE,37106,81098,NATURE'S GATE HERBAL COSMETICS
COLGATE 2IN1,37107,73722,PARFUMS LORIS AZZARO
TYLENOL W/ CODEINE,37108,48958,LABORATOIRES FOURNIER S.A.S.
NIGHTTIME TEETHING,37109,93823,DIVERSIFIED CHEMICAL TECHNOLOGIES INC.
UNDA 39,37110,43734,COTY CANADA INC.
BLISTEX,37111,38254,PEROXYCHEM LLC
